排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
15,BV1jH4Z6tEdG,https://www.bilibili.com/video/BV1jH4Z6tEdG,猛男化身猎人，这次谁逃得掉？《Animals》🔥,翻唱,音乐,陈可尔Keer,2026-08-28 17:00:00,85,3078691,2511,6656,36588,23438,13955,270799
16,BV1VitP6GE9o,https://www.bilibili.com/video/BV1VitP6GE9o,老叟戏顽童 白俄戏欧盟,时政解读,知识,燕三嘤嘤嘤,2026-08-29 11:50:00,1304,2422492,14350,4458,26246,45875,5176,141776
17,BV11x4f6CESm,https://www.bilibili.com/video/BV11x4f6CESm,欲买桂花同载酒，终不似，少年游。,休闲玩乐,生活兴趣,小秋习字,2026-08-28 10:37:54,124,3096242,1006,3114,32843,16489,4842,233159
18,BV1N1tF6SE2S,https://www.bilibili.com/video/BV1N1tF6SE2S,币圈富豪孙宇晨手撕景甜，索赔3千万彩礼，娱乐圈+金融圈惊天巨瓜！,娱乐评论,娱乐,一只吐槽圆,2026-08-28 08:04:58,728,7820299,37335,22112,41696,21992,116462,188159
19,BV1o74y6XEcM,https://www.bilibili.com/video/BV1o74y6XEcM,一个人，耗时18个月，2万元成本，手搓94分钟以刘慈欣小说《山》为故事原型的AI仿真人科幻电影【ai全民制作人】,AI影视,影视,野生锅导演,2026-08-29 17:51:39,5671,1067767,6812,5539,64156,65510,11580,94549
20,BV1Jktc6rERm,https://www.bilibili.com/video/BV1Jktc6rERm,一场不按计划发生的旅行【出发吧少年 01】,娱乐综艺正片,娱乐,贤宝宝Baby,2026-08-28 17:00:00,1934,1577208,18153,5116,30652,79578,5008,117030
21,BV1zrtc63E7u,https://www.bilibili.com/video/BV1zrtc63E7u,浪漫没天分，反应够迟钝,随拍·综合,其他,DYNCme,2026-08-28 14:32:59,22,1613292,407,3811,53675,110426,8484,278767
22,BV1xetN6YE7X,https://www.bilibili.com/video/BV1xetN6YE7X,好友共绘大挑战！！！,非二次元绘画,绘画,风华绝代-绘浮生,2026-08-28 20:49:56,17,1992681,1283,1260,33128,3223,1012,306016
23,BV1wwtN6sEVJ,https://www.bilibili.com/video/BV1wwtN6sEVJ,【终末地动画】小龙欠了织烟God十万调度券所以她将追求小龙,同人动画,二次元,博丽x海苔,2026-08-29 12:00:00,44,1855217,596,7025,91199,23014,31522,209364
24,BV1NC4Z6VEUQ,https://www.bilibili.com/video/BV1NC4Z6VEUQ,美术展里的假人模型，为何变成了真人尸体...？,随拍·综合,其他,某幻君,2026-08-28 12:00:00,4800,2377419,23692,4523,48074,37609,5300,124025
25,BV1Na4Q64Eos,https://www.bilibili.com/video/BV1Na4Q64Eos,去了一趟西班牙2.0（日全食篇）,旅游记录,旅游出行,影视飓风,2026-08-30 11:00:00,1474,1504777,28305,2606,28130,58890,5167,119895
26,BV163426vE3s,https://www.bilibili.com/video/BV163426vE3s,火柴人 VS 我的世界 第四十集 苦力怕部族（Creeper Clan）,同人动画,二次元,火柴人AlanBecker,2026-08-29 20:41:40,741,1142388,20799,5522,39785,30504,6389,108770
27,BV1so4C6MEoF,https://www.bilibili.com/video/BV1so4C6MEoF,现在买入....一定爆赚！2026年10月新番导视！【泛式】,二次元其他,二次元,泛式,2026-08-29 18:58:34,1108,1202929,17367,5902,24801,40843,7896,100299
28,BV1pP4y6YEBq,https://www.bilibili.com/video/BV1pP4y6YEBq,《我们的家2》,UP主小综艺,小剧场,是许木木啊,2026-08-29 18:00:00,4398,991905,10704,3416,29512,41127,3056,103527
29,BV1P6496fExM,https://www.bilibili.com/video/BV1P6496fExM,【招笑版】新植物2:朝阳葵,休闲/小游戏,游戏,时空go蛙,2026-08-28 07:00:00,169,3538298,745,1980,17290,2189,4266,150504
30,BV1Fp4r6XEua,https://www.bilibili.com/video/BV1Fp4r6XEua,弗洛伊德：你越否认，为什么越证明他说得对？,人文历史,知识,大圆镜科普,2026-08-29 07:55:00,468,1180135,1576,1639,26882,4661,2452,111028
31,BV18s4k6gESU,https://www.bilibili.com/video/BV18s4k6gESU,如果让专业厨师推荐私藏小店他们会怎么推荐？,美食探店,美食,特厨隋坡,2026-08-30 11:30:00,502,1128988,1737,2253,14401,4810,4543,144106
32,BV1XT4f6dED8,https://www.bilibili.com/video/BV1XT4f6dED8,炸了！3亿代孕费！片场互相睡！2026头号大瓜新鲜出炉！,娱乐评论,娱乐,LexBurner,2026-08-28 08:30:00,282,3670675,5099,8286,22045,8780,28945,117326
33,BV1Aqhg62ENW,https://www.bilibili.com/video/BV1Aqhg62ENW,全世界最爱开学之人,电脑,科技数码,老番茄,2026-08-29 11:00:00,646,3397030,10859,4127,25142,20919,4623,179986
34,BV1KMhF6dEt1,https://www.bilibili.com/video/BV1KMhF6dEt1,《背心尊者》,语言类小剧场,小剧场,伤心欲茄222,2026-08-27 12:00:00,128,6249029,2067,6162,39592,8391,5199,510593
35,BV1xk4d6KEV3,https://www.bilibili.com/video/BV1xk4d6KEV3,贵州蜘蛛侠命护贵州，带着贵州逃离地球,随拍·综合,其他,贵州倒二宝,2026-08-28 01:11:24,29,2282794,6503,15527,25737,4847,35473,219071
36,BV1MStP6YEas,https://www.bilibili.com/video/BV1MStP6YEas,全网首发！恐游神作《House2》全结局！,其他游戏,游戏,孤独音符,2026-08-29 01:00:00,4060,1009238,4637,1313,41514,15025,3392,62987
37,BV1actP6KEbb,https://www.bilibili.com/video/BV1actP6KEbb,不同战备给蜂医平事,射击游戏,游戏,狂野的蜂,2026-08-28 16:54:39,238,2011145,961,1755,12891,4077,3066,128396
38,BV1ju4k6JE13,https://www.bilibili.com/video/BV1ju4k6JE13,我的回答是，劳动人民最高贵！,摄影摄像,科技数码,铁手索大,2026-08-29 14:31:49,26,1662983,504,2156,11329,4125,386,242232
39,BV13k4C6mEDv,https://www.bilibili.com/video/BV13k4C6mEDv,您叫的骑手正忙 请稍后再拨,剧情演绎,小剧场,脱缰凯Kk,2026-08-29 18:31:16,167,2069809,2722,1717,8520,3098,953,133720
40,BV1xQtw6WELS,https://www.bilibili.com/video/BV1xQtw6WELS,《古神: 风里希》科隆游戏展最新预告片 | 世界观前瞻,其他游戏,游戏,古神风里希,2026-08-29 08:00:00,105,6155621,2860,5868,27810,41696,2081,54149
41,BV1Q5tc6fEn4,https://www.bilibili.com/video/BV1Q5tc6fEn4,这个丝瓜抹布真的有这么好用吗！！！,生活技能,生活经验,小马哥测评,2026-08-28 17:05:00,160,1435713,713,1975,31244,1334,3118,87810
42,BV1bMhV6PEtE,https://www.bilibili.com/video/BV1bMhV6PEtE,我被100名警察追捕，抓到我赢50万美金！,随拍·综合,其他,野兽先生MrBeast,2026-08-27 10:51:03,1229,6791191,9747,6793,120669,31284,13872,336910
43,BV1os4U6eEQp,https://www.bilibili.com/video/BV1os4U6eEQp,我求你看看这个节目吧！！！,UP主小综艺,小剧场,力元君,2026-08-30 12:00:00,226,591670,3417,4542,16284,57085,3894,77346
44,BV1fTtA6VE38,https://www.bilibili.com/video/BV1fTtA6VE38,晚上厨师长下班了，偷偷藏了一条名贵的金目鲷，开个小灶,美食制作,美食,张森的下班料理,2026-08-28 19:38:02,821,1705403,3713,2161,8692,5065,3008,126373
45,BV1bx4k6zE6D,https://www.bilibili.com/video/BV1bx4k6zE6D,巨构：暗黑森林【AI全民制作人】,AI影视,影视,巨构AI,2026-08-29 12:38:19,62,1851316,1410,1731,31112,9136,1781,157880
46,BV1vm4f6bETN,https://www.bilibili.com/video/BV1vm4f6bETN,Grand Theft Auto VI：分量十足的一瞥,其他游戏,游戏,RockstarGames,2026-08-28 10:10:00,1609,1456859,0,0,29540,51880,41845,91355
47,BV11Z4R6KEM4,https://www.bilibili.com/video/BV11Z4R6KEM4,古怪的南方哥特风：背后是惨痛历史,人文历史,知识,钟磊的艺术笔记,2026-08-27 18:08:43,224,1126843,1237,2387,54640,5004,3542,111730
48,BV1xMtw6XEAu,https://www.bilibili.com/video/BV1xMtw6XEAu,【憋笑大挑战】人类一败涂地（24）,随拍·综合,其他,伟神的老弟专家,2026-08-28 11:54:06,169,1356987,919,775,18765,921,2279,101505
49,BV1JstP6SEje,https://www.bilibili.com/video/BV1JstP6SEje,纯 爱 大 侠（中）,动画配音,二次元,林淼斑布呀,2026-08-29 01:00:00,174,1048701,591,1658,14334,3361,5957,93467
50,BV1bq426mEhZ,https://www.bilibili.com/video/BV1bq426mEhZ,"Today, I’m going to be a squished Hina",同人动画,二次元,韩国画师Zeroku,2026-08-29 20:19:05,14,697705,73,1629,59101,9902,4775,130563
51,BV1mV4R6KEcq,https://www.bilibili.com/video/BV1mV4R6KEcq,我捡到一个奇怪的硬盘,电脑,科技数码,Zero77-Z77,2026-08-27 18:57:46,222,1378222,1364,3504,22474,895,1979,84973
52,BV1k6tN6tEDk,https://www.bilibili.com/video/BV1k6tN6tEDk,“bro的身体素质依旧强悍”,动漫剪辑,二次元,怀孕の日奈酱,2026-08-28 21:43:54,35,1761731,2447,6534,24272,866,5292,142730
53,BV1rM426qEoN,https://www.bilibili.com/video/BV1rM426qEoN,奥黛塔也可以在冰上起舞,体育综合,体育运动,火只木南,2026-08-29 20:29:20,21,1584135,118,999,26204,2717,1586,156349
54,BV12u4X6cEiS,https://www.bilibili.com/video/BV12u4X6cEiS,大伟哥试玩无限大？！国内游戏大厂只会抄案例，不敢去赌创新？,单人RPG游戏,游戏,邪神_Karasu_,2026-08-30 16:21:24,247,657507,1597,2455,13282,15329,3371,86350
55,BV1KStw6RE4U,https://www.bilibili.com/video/BV1KStw6RE4U,😋“鲁不可及”♿️,射击游戏,游戏,沙雕Sanscul,2026-08-28 20:32:13,718,2184151,3421,1712,47691,11126,4987,111449
56,BV1djtT6QE9F,https://www.bilibili.com/video/BV1djtT6QE9F,好欢快的调调呀，好欢快滴坐忘道呀,翻唱,音乐,點火呀,2026-08-29 01:57:48,38,1020801,1583,0,26692,3873,1209,158094
57,BV1PFtT6eEBm,https://www.bilibili.com/video/BV1PFtT6eEBm,“我找到了游戏的意义”,射击游戏,游戏,_PeterX_,2026-08-29 03:07:22,106,777039,956,2842,30414,22814,3067,94761
58,BV17TtA6VEuH,https://www.bilibili.com/video/BV17TtA6VEuH,吃自助餐的九大神队友！你属于哪一种？,美食记录,美食,Leon里昂SS,2026-08-28 18:33:02,130,2313730,4916,7267,9100,1043,3508,100715
59,BV1Uk8Z69EKR,https://www.bilibili.com/video/BV1Uk8Z69EKR,这些上古互联网旧梗，你能认出几个？MEME多元宇宙原来是真的 @TechieBySA,AI影视,影视,美Man汉森堡,2026-08-27 07:18:43,57,2805093,689,2476,32316,2555,5041,185879
60,BV1nktA6JEao,https://www.bilibili.com/video/BV1nktA6JEao,《外 卖 逆 天 对 话》4,语言类小剧场,小剧场,铃乃Chan,2026-08-29 17:20:00,54,3306013,283,1558,9892,1021,1413,151577
61,BV12YtN6AEF1,https://www.bilibili.com/video/BV12YtN6AEF1,挑战共享单车100km去台湾,骑行,户外潮流,赛亚人阿廖,2026-08-28 20:36:14,350,1627626,2061,2863,4948,3023,944,91833
62,BV1sYtA6xEjX,https://www.bilibili.com/video/BV1sYtA6xEjX,谁能想到这种事情现实真的存在,剧情演绎,小剧场,鼠鼠鼠老板,2026-08-28 17:24:30,141,801227,832,903,19208,2824,883,113102
63,BV1K74R6eEG5,https://www.bilibili.com/video/BV1K74R6eEG5,大家好这是我第一条吃播视频 不好意思有点寒酸,美食记录,美食,用户3333-,2026-08-27 18:35:26,165,1373770,3012,4107,9684,20695,6022,96351
64,BV1B84R6sEoS,https://www.bilibili.com/video/BV1B84R6sEoS,O~~M~~G~~~,鬼畜综合,鬼畜,普通の宁,2026-08-28 10:05:00,66,702012,441,3334,48530,3232,7057,131698
65,BV1vdtA66ELy,https://www.bilibili.com/video/BV1vdtA66ELy,不一定永生，但预期寿命无限，你会干什么？,科学科普,知识,思维实验室,2026-08-28 16:16:38,946,1012709,1880,5464,21279,3272,4488,46036
66,BV1gv8d6QErJ,https://www.bilibili.com/video/BV1gv8d6QErJ,这期完全英国大小姐….,三坑,时尚美妆,永雏meme理,2026-08-26 20:25:38,23,1619734,72,2869,49228,7393,4685,208502
67,BV1YRtc6aEhT,https://www.bilibili.com/video/BV1YRtc6aEhT,“为什么，我们一生都在等待？”,AI影视,影视,Ai唠历史,2026-08-28 12:46:06,54,1749642,3997,4240,22209,5284,5079,143838
68,BV1PN4266Eys,https://www.bilibili.com/video/BV1PN4266Eys,立瓶子挑战，相亲相爱~,UP主小综艺,小剧场,瓜哥超爱玩QAQ,2026-08-29 20:53:48,186,2163897,1218,922,7751,1626,1210,86252
69,BV1FS496XEcj,https://www.bilibili.com/video/BV1FS496XEcj,给它加上屏幕后，我好像玩大了…,AI杂谈,人工智能,船长阿福Phoozie,2026-08-27 20:19:53,136,1139900,429,1834,22585,9955,3991,90452
70,BV1VbtF6hEmL,https://www.bilibili.com/video/BV1VbtF6hEmL,“藏尽半生微光，予她远方无恙”【忘不掉的你DJ-变速】【手足情深の小曲】,电台·歌单,音乐,早睡起大王,2026-08-28 10:00:00,244,1718827,7414,3703,41529,2832,714,135414
71,BV13CtK6LEfB,https://www.bilibili.com/video/BV13CtK6LEfB,一切都会好起来的，詹妮丝,鬼畜综合,鬼畜,就叫阿路8,2026-08-29 11:05:00,164,714734,609,1305,14006,18360,2826,73625
72,BV1Mghw6AEYy,https://www.bilibili.com/video/BV1Mghw6AEYy,跟着学，你在家也能做出油亮红润，肥而不腻的红烧肉#美食 #热门,美食制作,美食,刘小欠教做菜7,2026-08-27 17:04:58,161,1602195,1364,4071,46014,2823,5307,105073
73,BV1SQ8X6VE2y,https://www.bilibili.com/video/BV1SQ8X6VE2y,“我是你的梦魇”（轻声耳语）   【26】,同人动画,二次元,九晴九晴九,2026-08-28 19:00:00,482,525352,1707,3376,16873,17665,1942,62399
74,BV1vRtA6gE5m,https://www.bilibili.com/video/BV1vRtA6gE5m,《绝区零》3.2版本PV | 她与她的隐秘往事,单人RPG游戏,游戏,绝区零,2026-08-28 20:10:00,1414,1353338,2447,4948,10382,10344,2687,62313
75,BV16E4D6jE9K,https://www.bilibili.com/video/BV16E4D6jE9K,我的世界，但所有人共享背包！？,沙盒类,游戏,大橙橙橙子,2026-08-30 13:22:01,1120,1293139,4553,1904,20298,22182,635,78485
76,BV1ZH8d68Eun,https://www.bilibili.com/video/BV1ZH8d68Eun,大 周 礼 时 代(26),剧情演绎,小剧场,诸葛皮皮9527,2026-08-27 17:00:00,95,3142748,3334,2375,14119,6728,1523,275912
77,BV1rd8d6TEpi,https://www.bilibili.com/video/BV1rd8d6TEpi,开学补作业现状,AI影视,影视,坠兔收光zero,2026-08-26 21:26:12,98,5320220,1369,6657,12580,1553,3291,162767
78,BV1qY4R6pE7E,https://www.bilibili.com/video/BV1qY4R6pE7E,女儿跟爸爸学习蛋糕抹面，全程沉着冷静 专注力拉满！,综合资讯,资讯,河南都市频道,2026-08-27 19:13:07,41,4205088,469,3728,7924,1676,961,179901
79,BV1hMtK6uEA7,https://www.bilibili.com/video/BV1hMtK6uEA7,挑战 用MC音效 配 新宿决战（正经,动漫剪辑,二次元,滞销紫颂果,2026-08-29 05:11:08,194,468568,208,1079,20775,14103,3736,65973
80,BV1notF6GE8F,https://www.bilibili.com/video/BV1notF6GE8F,《洛克王国：世界》S4赛季「月涌狂想」PV首曝，新的冒险即将开启！,单人RPG游戏,游戏,洛克王国世界,2026-08-28 19:45:00,142,2664854,2066,8180,7528,4544,11397,70082
81,BV1U4tA6bEVZ,https://www.bilibili.com/video/BV1U4tA6bEVZ,800mm毫米重炮，一发能造成什么样的爆炸？〖游戏不止〗（铁巢重炮）,其他游戏,游戏,森纳映画,2026-08-28 17:43:20,1839,951581,3764,3097,17307,10249,2571,49416
82,BV1Gwhw6BEMz,https://www.bilibili.com/video/BV1Gwhw6BEMz,这些特殊弹幕怎么发？关于弹幕你不知道的冷知识,动漫教学,二次元,威尔斯耍流氓,2026-08-27 16:32:32,481,649662,247019,3170,23559,1442,490,78222
83,BV1rW4R6bEf9,https://www.bilibili.com/video/BV1rW4R6bEf9,二次元哪些兔娘比较出圈？他们你都认识吗？【出圈角色盘点#4】,单人RPG游戏,游戏,谷仓里的耗子精,2026-08-28 12:00:51,323,1043701,1683,1717,11938,5693,3038,76532
84,BV1CGtp66EEM,https://www.bilibili.com/video/BV1CGtp66EEM,全程高能！队友接连失踪？活着并逃离这里！！！「逃离疯人院」,沙盒类,游戏,夏天y,2026-08-31 08:00:00,1297,298661,23102,5353,17762,37853,1060,48670
85,BV1BJ426FEGE,https://www.bilibili.com/video/BV1BJ426FEGE,动态视频｜做了100只刀盾狗...,自制发明/设备,科技数码,老师好我叫何同学,2026-08-30 11:00:00,54,1626083,933,3065,9054,10584,10073,151132
86,BV1Go8f6PEHd,https://www.bilibili.com/video/BV1Go8f6PEHd,寿星来切蛋糕啦！！「谁是杀手」？？！,沙盒类,游戏,大炒面制造者Cen,2026-08-28 08:00:00,1630,1636647,75072,6916,35696,54413,1544,110256
87,BV1fK4k6pETt,https://www.bilibili.com/video/BV1fK4k6pETt,⚡️牢玩戏老鼠⚡️,AI影视,影视,可恶der盗妻人,2026-08-29 13:50:08,187,417973,1070,1395,20147,11057,6681,65457
88,BV1z3896tE9N,https://www.bilibili.com/video/BV1z3896tE9N,几种真正实用的绳结，你会打几个？,生活技能,生活经验,科学疯子2048,2026-08-26 19:30:00,78,1727421,181,343,171169,7525,1954,93154
89,BV1GJtA6NEEX,https://www.bilibili.com/video/BV1GJtA6NEEX,便利店奇遇 接水篇,剧情演绎,小剧场,'-小薛叔叔,2026-08-28 19:07:19,83,1478554,1058,1144,12393,2001,1577,127702
90,BV12Utw6xErY,https://www.bilibili.com/video/BV12Utw6xErY,医生一开始怕我接受不了，骗我说没骨折,骑行,户外潮流,小鱼跑跑yyy,2026-08-28 20:30:47,21,3136532,1571,12846,8796,2090,1673,111414
91,BV1Wq4k6wEVd,https://www.bilibili.com/video/BV1Wq4k6wEVd,手搓铠甲勇士-刑天OP【铠甲勇士官方二创大赛】,特摄,二次元,利利那TD25,2026-08-29 16:30:00,31,836254,160,678,10730,38646,1798,129846
92,BV1wZtw6JERc,https://www.bilibili.com/video/BV1wZtw6JERc,世界破破烂烂，总有人缝缝补补,短剧短片,影视,高天天天翔,2026-08-28 18:44:08,342,3810610,926,1935,22554,22008,3030,110298
93,BV118tc6UEFo,https://www.bilibili.com/video/BV118tc6UEFo,来财ASMR,娱乐综合,娱乐,CORTIS_BIGHIT,2026-08-28 20:00:00,1003,385727,94208,2779,20857,11053,3452,54972
94,BV1o3tN67EAB,https://www.bilibili.com/video/BV1o3tN67EAB,真实现场！消防员救援第一视角：高层住宅着火3人被困，众人合力争分夺秒营救,时政资讯,资讯,人民日报,2026-08-28 21:53:36,62,2625734,412,1530,3134,2302,269,145420
95,BV1rM426qENf,https://www.bilibili.com/video/BV1rM426qENf,我的镰刀想喝血了…,动作竞技游戏,游戏,无我漂佩MY,2026-08-29 20:31:33,184,1185184,1906,1286,11413,4301,1416,84120
96,BV1F14k6oEig,https://www.bilibili.com/video/BV1F14k6oEig,日本首相高市早苗也学特朗普“推特治国”？,时政解读,知识,麻薯波比呀,2026-08-29 11:43:14,903,1010601,1980,1960,7200,8238,829,64308
97,BV1NQtw6WE5Q,https://www.bilibili.com/video/BV1NQtw6WE5Q,尼中边境泥石流千人失踪，大家在讨论什么？,时政资讯,资讯,波士顿圆脸,2026-08-28 20:59:51,912,1261725,2185,8320,6638,4755,2377,56167
98,BV1uG4o61EJi,https://www.bilibili.com/video/BV1uG4o61EJi,锻刀大赛：威力加强版,AI影视,影视,旧梦断成空,2026-08-28 15:34:15,460,479859,562,943,13898,20902,2455,63510
99,BV1xttH6rEKu,https://www.bilibili.com/video/BV1xttH6rEKu,【我在现代当幽差】EP02 神仙？妖怪？谢谢【UP动画】,鬼畜综合,鬼畜,红豆稀饭中,2026-08-30 19:59:16,564,700262,939,1369,13341,30070,3507,43151
100,BV1ge4Z6JEh9,https://www.bilibili.com/video/BV1ge4Z6JEh9,🐧不想开学的鹅企🐧,同人动画,二次元,黑心惠惠惠,2026-08-28 10:30:00,35,1223097,1238,9437,11586,786,21549,133532
