排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
23,BV1xetN6YE7X,https://www.bilibili.com/video/BV1xetN6YE7X,好友共绘大挑战！！！,非二次元绘画,绘画,风华绝代-绘浮生,2026-08-28 20:49:56,17,2101615,1478,1288,35185,3600,1083,325529
24,BV1xttH6rEKu,https://www.bilibili.com/video/BV1xttH6rEKu,【我在现代当幽差】EP02 神仙？妖怪？谢谢【UP动画】,鬼畜综合,鬼畜,红豆稀饭中,2026-08-30 19:59:16,564,1620921,1650,2297,24464,52333,7168,83897
25,BV1jH4Z6tEdG,https://www.bilibili.com/video/BV1jH4Z6tEdG,猛男化身猎人，这次谁逃得掉？《Animals》🔥,翻唱,音乐,陈可尔Keer,2026-08-28 17:00:00,85,3479599,2898,7226,42004,27148,15497,295763
26,BV1os4U6eEQp,https://www.bilibili.com/video/BV1os4U6eEQp,我求你看看这个节目吧！！！,UP主小综艺,小剧场,力元君,2026-08-30 12:00:00,226,751865,3804,4892,18377,65343,4344,90400
27,BV13k4C6mEDv,https://www.bilibili.com/video/BV13k4C6mEDv,您叫的骑手正忙 请稍后再拨,剧情演绎,小剧场,脱缰凯Kk,2026-08-29 18:31:16,167,2354815,2841,1897,9235,3444,1019,149184
28,BV1ju4k6JE13,https://www.bilibili.com/video/BV1ju4k6JE13,我的回答是，劳动人民最高贵！,摄影摄像,科技数码,铁手索大,2026-08-29 14:31:49,26,1753794,531,2293,12088,4605,409,256356
29,BV1Bktc66EA7,https://www.bilibili.com/video/BV1Bktc66EA7,“无法善终的王。”,漫画·动态漫,二次元,Mr-Ferret,2026-08-28 14:30:44,119,2511975,1196,4969,41254,12783,3262,304388
30,BV1Hj4D6UEw4,https://www.bilibili.com/video/BV1Hj4D6UEw4,穿越原始社会必备技能之制作——石臼,其他手工,手工,w疯狂现代人,2026-08-30 17:05:00,244,1897801,912,2498,16420,2881,2951,97905
31,BV1et4U6aEwi,https://www.bilibili.com/video/BV1et4U6aEwi,牙齿：演化留给人类的烂摊子,健康科普,医疗保健,大圆镜科普,2026-08-30 08:18:29,414,1342645,2093,2501,12628,3167,2140,111473
32,BV12u4X6cEiS,https://www.bilibili.com/video/BV12u4X6cEiS,大伟哥试玩无限大？！国内游戏大厂只会抄案例，不敢去赌创新？,单人RPG游戏,游戏,邪神_Karasu_,2026-08-30 16:21:24,247,966919,2773,3795,14233,15513,3591,96308
33,BV1iStA6CETt,https://www.bilibili.com/video/BV1iStA6CETt,搬空系列迎来了它最大一票,UP主小综艺,小剧场,李炮炮儿,2026-08-28 17:30:00,244,2295961,2260,3448,26103,110584,1609,222210
34,BV1nktA6JEao,https://www.bilibili.com/video/BV1nktA6JEao,《外 卖 逆 天 对 话》4,语言类小剧场,小剧场,铃乃Chan,2026-08-29 17:20:00,54,4126773,354,2118,12345,1410,1862,177328
35,BV1zG4d6dEka,https://www.bilibili.com/video/BV1zG4d6dEka,我在PVZ中添加了大果？？ 【bilibilionly同人扶持计划】,休闲/小游戏,游戏,咸威化,2026-08-28 11:00:00,132,5773884,2326,5347,26209,4344,18629,252517
36,BV1Q5tc6fEn4,https://www.bilibili.com/video/BV1Q5tc6fEn4,这个丝瓜抹布真的有这么好用吗！！！,生活技能,生活经验,小马哥测评,2026-08-28 17:05:00,160,1591371,760,2035,33749,1582,3403,94427
37,BV16E4D6jE9K,https://www.bilibili.com/video/BV16E4D6jE9K,我的世界，但所有人共享背包！？,沙盒类,游戏,大橙橙橙子,2026-08-30 13:22:01,1120,2021338,5112,2118,25820,25228,900,96881
38,BV1bq426mEhZ,https://www.bilibili.com/video/BV1bq426mEhZ,"Today, I’m going to be a squished Hina",同人动画,二次元,韩国画师Zeroku,2026-08-29 20:19:05,14,756218,87,1730,64605,11133,5155,141569
39,BV1xT4D6REah,https://www.bilibili.com/video/BV1xT4D6REah,我有不能输的理由,射击游戏,游戏,浅笑微微U,2026-08-30 12:47:02,123,1809561,1362,5295,9047,7322,2316,138710
40,BV1bx4k6zE6D,https://www.bilibili.com/video/BV1bx4k6zE6D,巨构：暗黑森林【AI全民制作人】,AI影视,影视,巨构AI,2026-08-29 12:38:19,62,1998261,1511,1829,34043,10207,1947,170200
41,BV1a98e6FE3M,https://www.bilibili.com/video/BV1a98e6FE3M,特别的一课,剧情演绎,小剧场,周小瑜SAMA,2026-08-30 18:00:00,45,2214662,430,4475,27090,2985,2865,152610
42,BV1be426SEn7,https://www.bilibili.com/video/BV1be426SEn7,《B 界 修 仙 传：长 篇 电 影》,同人动画,二次元,进击的金厂长,2026-08-30 17:30:00,5954,737223,2804,10036,30787,17510,1918,62967
43,BV1zrtc63E7u,https://www.bilibili.com/video/BV1zrtc63E7u,浪漫没天分，反应够迟钝,随拍·综合,其他,DYNCme,2026-08-28 14:32:59,22,1661075,411,3893,55664,113395,8815,286915
44,BV1uG4o61EJi,https://www.bilibili.com/video/BV1uG4o61EJi,锻刀大赛：威力加强版,AI影视,影视,兴趣使然的创作者,2026-08-28 15:34:15,460,730403,865,1426,20876,30892,4461,93746
45,BV1MStP6YEas,https://www.bilibili.com/video/BV1MStP6YEas,全网首发！恐游神作《House2》全结局！,其他游戏,游戏,孤独音符,2026-08-29 01:00:00,4060,1335372,5009,1634,49586,17176,4009,74951
46,BV1K74R6eEG5,https://www.bilibili.com/video/BV1K74R6eEG5,大家好这是我第一条吃播视频 不好意思有点寒酸,美食记录,美食,用户3333-,2026-08-27 18:35:26,165,2096166,4147,5512,14244,30099,9882,144859
47,BV1Wq4k6wEVd,https://www.bilibili.com/video/BV1Wq4k6wEVd,手搓铠甲勇士-刑天OP【铠甲勇士官方二创大赛】,特摄,二次元,利利那TD25,2026-08-29 16:30:00,31,1095177,200,823,14230,51372,2393,165468
48,BV137tc6ZExx,https://www.bilibili.com/video/BV137tc6ZExx,这不是幻想,短剧短片,影视,7鲸尾,2026-08-28 17:30:00,353,3067953,4105,3205,34464,48194,4165,215938
49,BV1mK4X6AE1A,https://www.bilibili.com/video/BV1mK4X6AE1A,“佯作畏生惧死，身担太行脊梁”【赤伶DJ-变速】【少年脊梁の小曲】,电台·歌单,音乐,早睡起大王,2026-08-30 18:00:00,257,1410968,1200,1681,5576,3573,190,120417
50,BV1gk4X6zEm5,https://www.bilibili.com/video/BV1gk4X6zEm5,《全障碍沟通》,语言类小剧场,小剧场,伤心欲茄222,2026-08-30 15:10:01,138,1724531,1538,3897,6101,2812,4040,128873
51,BV1YNtb66ErA,https://www.bilibili.com/video/BV1YNtb66ErA,当广告挡住关键时刻，可能就是生死之间,社会资讯,资讯,中国新闻网,2026-08-31 13:36:28,89,1193349,979,8197,8061,24871,2578,160047
52,BV1PN4266Eys,https://www.bilibili.com/video/BV1PN4266Eys,立瓶子挑战，相亲相爱~,UP主小综艺,小剧场,瓜哥超爱玩QAQ,2026-08-29 20:53:48,186,2661903,1421,1073,9984,2157,1511,101763
53,BV1djtT6QE9F,https://www.bilibili.com/video/BV1djtT6QE9F,好欢快的调调呀，好欢快滴坐忘道呀,翻唱,音乐,點火呀,2026-08-29 01:57:48,38,1158153,1775,0,31017,4651,1364,179370
54,BV1BJ426FEGE,https://www.bilibili.com/video/BV1BJ426FEGE,动态视频｜做了100只刀盾狗...,自制发明/设备,科技数码,老师好我叫何同学,2026-08-30 11:00:00,54,1911976,1158,3488,11028,12814,11918,176204
55,BV1fK4k6pETt,https://www.bilibili.com/video/BV1fK4k6pETt,⚡️牢玩戏老鼠⚡️,AI影视,影视,可恶der盗妻人,2026-08-29 13:50:08,187,494635,1238,1643,23483,13211,7856,74673
56,BV13CtK6LEfB,https://www.bilibili.com/video/BV13CtK6LEfB,一切都会好起来的，詹妮丝,鬼畜综合,鬼畜,就叫阿路8,2026-08-29 11:05:00,164,827731,712,1578,16785,22400,3410,87012
57,BV1JstP6SEje,https://www.bilibili.com/video/BV1JstP6SEje,纯 爱 大 侠（中）,动画配音,二次元,林淼斑布呀,2026-08-29 01:00:00,174,1128523,632,1781,15736,3707,6506,101690
58,BV1nktx6mER5,https://www.bilibili.com/video/BV1nktx6mER5,我看开学未必有我忧郁,鞋服穿搭,时尚美妆,柯洁,2026-08-31 12:14:06,18,1492762,1570,7030,6881,4250,8565,187175
59,BV1hMtK6uEA7,https://www.bilibili.com/video/BV1hMtK6uEA7,挑战 用MC音效 配 新宿决战（正经,动漫剪辑,二次元,滞销紫颂果,2026-08-29 05:11:08,194,542391,228,1211,24035,16629,4321,75810
60,BV1PFtT6eEBm,https://www.bilibili.com/video/BV1PFtT6eEBm,“我找到了游戏的意义”,射击游戏,游戏,_PeterX_,2026-08-29 03:07:22,106,982571,994,3059,41291,26754,3462,111814
61,BV1sYtA6xEjX,https://www.bilibili.com/video/BV1sYtA6xEjX,谁能想到这种事情现实真的存在,剧情演绎,小剧场,鼠鼠鼠老板,2026-08-28 17:24:30,141,1001595,955,1025,22327,3658,1102,136718
62,BV1it4D6gED7,https://www.bilibili.com/video/BV1it4D6gED7,猫狗超燃大乱斗！,动物综合·二创,动物,神奇的老皮,2026-08-30 13:11:08,242,1030246,1273,2448,14131,8133,8741,67540
63,BV1Aqhg62ENW,https://www.bilibili.com/video/BV1Aqhg62ENW,全世界最爱开学之人,电脑,科技数码,老番茄,2026-08-29 11:00:00,646,4577545,11918,4313,29339,22991,4991,193190
64,BV1Aj4D6UEHB,https://www.bilibili.com/video/BV1Aj4D6UEHB,漂亮的恶意01|误入充满恶意的顶级财阀校园，川渝转学生表示，她真的只想好好学习！,短剧短片,影视,海底蟹黄堡007,2026-08-30 12:37:18,396,842554,1283,1973,22048,13038,5492,44821
65,BV1mV4R6KEcq,https://www.bilibili.com/video/BV1mV4R6KEcq,我捡到一个奇怪的硬盘,电脑,科技数码,Zero77-Z77,2026-08-27 18:57:46,222,1554400,1469,3771,25853,1117,2422,96818
66,BV13Chw66EAa,https://www.bilibili.com/video/BV13Chw66EAa,全球10亿粉丝的我一周真实生活是什么样的？,随拍·综合,其他,野兽先生MrBeast,2026-08-30 11:00:00,1040,1192213,2308,2508,14474,10350,2923,70972
67,BV1rM426qENf,https://www.bilibili.com/video/BV1rM426qENf,我的镰刀想喝血了…,动作竞技游戏,游戏,无我漂佩MY,2026-08-29 20:31:33,184,1417767,2065,1410,12925,4793,1628,93587
68,BV1xQtw6WELS,https://www.bilibili.com/video/BV1xQtw6WELS,《古神: 风里希》科隆游戏展最新预告片 | 世界观前瞻,其他游戏,游戏,古神风里希,2026-08-29 08:00:00,105,6235086,2879,5956,27887,41793,2126,54443
69,BV1YRtc6aEhT,https://www.bilibili.com/video/BV1YRtc6aEhT,“为什么，我们一生都在等待？”,AI影视,影视,Ai唠历史,2026-08-28 12:46:06,54,1850565,4551,4703,24229,5872,5560,154102
70,BV1cctA6jEDb,https://www.bilibili.com/video/BV1cctA6jEDb,都说了别花穷人钱,同人动画,二次元,手席单推人,2026-08-29 18:00:00,45,955271,134,1258,24649,3448,3476,123579
71,BV12YtN6AEF1,https://www.bilibili.com/video/BV12YtN6AEF1,挑战共享单车100km去台湾,骑行,户外潮流,赛亚人阿廖,2026-08-28 20:36:14,350,1842634,2249,3310,5459,3519,1041,102879
72,BV1k6tN6tEDk,https://www.bilibili.com/video/BV1k6tN6tEDk,“bro的身体素质依旧强悍”,动漫剪辑,二次元,怀孕の日奈酱,2026-08-28 21:43:54,35,1855582,2806,6941,25706,1005,5595,150121
73,BV12Utw6xErY,https://www.bilibili.com/video/BV12Utw6xErY,医生一开始怕我接受不了，骗我说没骨折,骑行,户外潮流,小鱼跑跑yyy,2026-08-28 20:30:47,21,3753125,1836,15278,10484,2896,2043,136648
74,BV1HP4y6YEyQ,https://www.bilibili.com/video/BV1HP4y6YEyQ,在美国最彪悍的州，骑最野的牛、啃最香的肉！,美食记录,美食,食贫道,2026-08-29 18:00:00,3041,1399612,7592,1497,11512,14826,1821,50276
75,BV1FS496XEcj,https://www.bilibili.com/video/BV1FS496XEcj,给它加上屏幕后，我好像玩大了…,AI杂谈,人工智能,船长阿福Phoozie,2026-08-27 20:19:53,136,1375148,542,2439,27228,12708,5216,109674
76,BV1fTtA6VE38,https://www.bilibili.com/video/BV1fTtA6VE38,晚上厨师长下班了，偷偷藏了一条名贵的金目鲷，开个小灶,美食制作,美食,张森的下班料理,2026-08-28 19:38:02,821,1960035,3907,2289,9720,5750,3410,140429
77,BV1NC4Z6VEUQ,https://www.bilibili.com/video/BV1NC4Z6VEUQ,美术展里的假人模型，为何变成了真人尸体...？,随拍·综合,其他,某幻君,2026-08-28 12:00:00,4800,2580176,24863,4632,50416,39211,5593,129810
78,BV1D5tc6fEzM,https://www.bilibili.com/video/BV1D5tc6fEzM,《龙族：卡塞尔之门》x《新世纪福音战士》全新联动 | 世界余响,其他游戏,游戏,龙族卡塞尔之门,2026-08-29 20:00:00,109,1703160,4396,2696,17366,11082,10870,69981
79,BV1eHt86mErz,https://www.bilibili.com/video/BV1eHt86mErz,三年之期已到，恭迎世一上归位！【第6集】,鬼畜综合,鬼畜,九夜听风,2026-08-31 20:01:50,386,970900,5651,3812,5951,43901,12615,41369
80,BV17TtA6VEuH,https://www.bilibili.com/video/BV17TtA6VEuH,吃自助餐的九大神队友！你属于哪一种？,美食记录,美食,Leon里昂SS,2026-08-28 18:33:02,130,2411289,5091,7561,9619,1144,3676,103278
81,BV1Fa416AEkm,https://www.bilibili.com/video/BV1Fa416AEkm,【招笑版】新植物4:滚木坚果,休闲/小游戏,游戏,时空go蛙,2026-08-30 07:00:00,222,1444425,519,1257,6731,1630,1933,63941
82,BV1wZtw6JERc,https://www.bilibili.com/video/BV1wZtw6JERc,世界破破烂烂，总有人缝缝补补,短剧短片,影视,高天天天翔,2026-08-28 18:44:08,342,4277363,1199,2155,27670,25679,3427,123642
83,BV1Jktc6rERm,https://www.bilibili.com/video/BV1Jktc6rERm,一场不按计划发生的旅行【出发吧少年 01】,娱乐综艺正片,娱乐,贤宝宝Baby,2026-08-28 17:00:00,1934,1768441,19015,5259,32313,84572,5281,126010
84,BV1u4496BEZ6,https://www.bilibili.com/video/BV1u4496BEZ6,绝密航天一颗雷炸死六个全装,射击游戏,游戏,轮回丶Hui,2026-08-29 09:00:00,45,1575669,1340,3622,16766,3648,15690,119417
85,BV1gMhw6eEcC,https://www.bilibili.com/video/BV1gMhw6eEcC,工藤星一：3岁，是名侦探【名侦探阿星01】,同人动画,二次元,御坂魔丸,2026-08-28 18:00:00,885,553590,1440,1396,20721,21105,8780,57666
86,BV14e4k6PE1f,https://www.bilibili.com/video/BV14e4k6PE1f,尖椒干豆腐！下饭之菜！,美食记录,美食,邢三狗子,2026-08-29 13:27:14,275,1797539,697,1174,8634,1273,453,102860
87,BV1AG4U6CEhZ,https://www.bilibili.com/video/BV1AG4U6CEhZ,《不能歪曲事实 我当什么媒体》,动漫剪辑,二次元,龙三条,2026-08-30 11:30:00,1271,1491353,1155,674,6407,2807,2672,51013
88,BV1ej4k61ETB,https://www.bilibili.com/video/BV1ej4k61ETB,古法…3D手书？【bilibilionly同人扶持计划】,同人动画,二次元,杨小谬,2026-08-29 14:24:21,35,484060,293,1124,19846,14243,1834,115032
89,BV1ew416XE3M,https://www.bilibili.com/video/BV1ew416XE3M,“ 不 要 停 下 来 啊... ”,同人动画,二次元,MJ小林大人嗷,2026-08-29 16:12:33,226,619422,2306,3062,7524,5963,2703,63753
90,BV1eW4264EGb,https://www.bilibili.com/video/BV1eW4264EGb,道士也怕鬼 第三集,AI影视,影视,旋转皮坨,2026-08-29 21:12:57,219,502133,888,1041,12638,5683,499,61795
91,BV1Hs4C6FEkP,https://www.bilibili.com/video/BV1Hs4C6FEkP,牢达一生都在找一面可以托付的墙,MOBA游戏,游戏,流夜一动不动,2026-08-29 11:20:37,231,1993547,1611,1862,3654,1923,2470,75213
92,BV1e6tb61ETL,https://www.bilibili.com/video/BV1e6tb61ETL,当你穿进老钱班34,剧情演绎,小剧场,侯绿萝,2026-08-31 13:09:12,192,1055345,469,456,3796,1804,616,67554
93,BV1KStw6RE4U,https://www.bilibili.com/video/BV1KStw6RE4U,😋“鲁不可及”♿️,射击游戏,游戏,沙雕Sanscul,2026-08-28 20:32:13,718,2400981,3687,1832,52661,12402,5424,119787
94,BV1P84m6GE3y,https://www.bilibili.com/video/BV1P84m6GE3y,非洲土地肥沃为什么不种植,剧情演绎,小剧场,妖娆的胖虎阿权,2026-08-30 03:17:28,168,1502315,359,1556,2342,423,207,76202
95,BV13s4k63Ew8,https://www.bilibili.com/video/BV13s4k63Ew8,近期热点事件：8月神人合集（二）,社会观察,知识,我是M菌,2026-08-29 18:00:00,539,1686819,5057,1532,6829,2264,1551,68059
96,BV1uT4C6rEGA,https://www.bilibili.com/video/BV1uT4C6rEGA,「梦州决战」雨爱版！“最强的战绩，铭刻于梦州！”,漫画·动态漫,二次元,千城万叶,2026-08-29 12:04:22,102,694718,764,2404,17591,18588,14734,68020
97,BV1zg4y6tE18,https://www.bilibili.com/video/BV1zg4y6tE18,还是躲在蟹壳里最自在！,MOBA游戏,游戏,佐悠-Leisurely,2026-08-29 18:04:37,298,1114040,1088,1034,5997,6840,1046,63455
98,BV1o3tN67EAB,https://www.bilibili.com/video/BV1o3tN67EAB,真实现场！消防员救援第一视角：高层住宅着火3人被困，众人合力争分夺秒营救,时政资讯,资讯,人民日报,2026-08-28 21:53:36,62,2862126,433,1737,3482,2712,304,157164
99,BV1gftH6nELA,https://www.bilibili.com/video/BV1gftH6nELA,《服从性测试》,剧情演绎,小剧场,嘞是唐孃孃,2026-08-30 19:02:15,93,1607032,415,2029,3529,818,1010,100248
100,BV1RC4169E2f,https://www.bilibili.com/video/BV1RC4169E2f,这种画风有火起来的风险吗,同人动画,二次元,白七是什么小饼干,2026-08-29 21:38:35,40,388599,330,1227,13724,13902,659,129620
