排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
1,BV1eqYx6UE9V,https://www.bilibili.com/video/BV1eqYx6UE9V,我 来 同 你 玩  丨 二洲年快乐,射击游戏,游戏,三角洲行动,2026-09-09 18:01:14,387,7106391,159692,22838,146426,93128,92617,541426
2,BV1VabK62Ea5,https://www.bilibili.com/video/BV1VabK62Ea5,请停留三秒，为毛主席献花，今天9月9日是主席毛泽东逝世50周年的日子，他是中国共产党、中国人民解放军、中华人民共和国的主要缔造者,时政资讯,资讯,大象新闻,2026-09-09 00:00:00,42,2041421,0,141,70373,306381,22738,1123510
3,BV18gtJ6LECq,https://www.bilibili.com/video/BV18gtJ6LECq,《未眠野》首曝PV | 万物都在回应，世界没有答案,其他游戏,游戏,未眠野,2026-09-09 10:00:00,296,11219357,7350,18860,87609,99193,53101,263990
4,BV1tSYx66EvP,https://www.bilibili.com/video/BV1tSYx66EvP,刘慈欣原著授权 |《流浪地球：望日》首支预告片,单人RPG游戏,游戏,流浪地球望日,2026-09-10 11:00:00,220,5956323,4372,11787,59594,61696,37382,185576
5,BV1yjYx6AEp7,https://www.bilibili.com/video/BV1yjYx6AEp7,《崩坏：星穹铁道》砂金•戏浪角色PV——「独家爆料」,单人RPG游戏,游戏,崩坏星穹铁道,2026-09-10 12:00:00,439,2103126,10655,11853,35455,56476,14854,167107
6,BV1W3bK6cE37,https://www.bilibili.com/video/BV1W3bK6cE37,《阴阳师》石长姬CG丨拾光永恒（CV：小清水亚美）,单人RPG游戏,游戏,网易阴阳师手游,2026-09-07 19:23:19,331,2670657,4019,4455,74893,101279,19821,172287
7,BV1TvbV6ZEZF,https://www.bilibili.com/video/BV1TvbV6ZEZF,挑战0元城市生存（1.2）,户外探险,户外潮流,杀心成焚酱,2026-09-08 20:03:16,663,1595070,5205,3698,25558,34066,9366,168855
8,BV13abK62ECA,https://www.bilibili.com/video/BV13abK62ECA,开学舍友把宿舍改造成了海洋馆,UP主小综艺,小剧场,小叮当的伙伴们,2026-09-07 18:10:56,212,2455736,1856,3404,26368,10639,14269,216808
9,BV1tjb56fEJs,https://www.bilibili.com/video/BV1tjb56fEJs,琵琶曲丨幺幺妻&老牧师,AI音乐,音乐,'-白银silver-,2026-09-08 18:04:40,63,1807116,1152,11863,75342,31447,56009,179231
10,BV1xsYn6pEw4,https://www.bilibili.com/video/BV1xsYn6pEw4,《物业费最贵の一集》,语言类小剧场,小剧场,伤心欲茄222,2026-09-09 14:00:00,170,2379438,1557,6527,9082,3256,1614,172073
11,BV1wybV6QEaN,https://www.bilibili.com/video/BV1wybV6QEaN,商业鬼才,剧情演绎,小剧场,脱缰凯Kk,2026-09-08 18:48:11,283,1640351,1873,1345,14421,18071,2104,152403
12,BV1Wpb56REvr,https://www.bilibili.com/video/BV1Wpb56REvr,初中因式分解（假期拍）,应试教育,知识,铭门学府张超,2026-09-08 17:53:22,208,423618,1491,5517,5483,18665,800,165572
13,BV152b56uEgF,https://www.bilibili.com/video/BV152b56uEgF,花200000买个金丝楠树瘤，放家里藏了10年，锯开一看震惊全场,文玩文创,生活兴趣,老蒋根雕,2026-09-08 16:59:42,287,4018151,25258,16541,10918,5727,3641,96781
14,BV1iTYp6kEwG,https://www.bilibili.com/video/BV1iTYp6kEwG,「突围吧·少年」 —— 这一次，“突围”不是带出物资,综合资讯,资讯,新华社,2026-09-09 11:00:00,553,1111226,2141,3506,16096,21132,6528,115450
15,BV12PYh62E3c,https://www.bilibili.com/video/BV12PYh62E3c,【影视飓风】iPhone Duo折叠屏真机上手,手机,科技数码,影视飓风,2026-09-10 08:11:38,310,2471941,7740,9776,10168,16147,15382,106088
16,BV1KeY466Ekf,https://www.bilibili.com/video/BV1KeY466Ekf,⚡️ 嘉 豪 の 小 曲 ⚡️,鬼畜综合,鬼畜,哦呼w,2026-09-09 18:18:00,149,1779463,1422,1337,25889,11443,9778,109342
17,BV1LCb563EUG,https://www.bilibili.com/video/BV1LCb563EUG,也算是太岁头上动了把土！,剧情演绎,小剧场,许主任啊啊啊啊,2026-09-08 16:56:34,203,2211458,1174,2045,12389,3663,5929,113229
18,BV15nbV6MExG,https://www.bilibili.com/video/BV15nbV6MExG,《崩坏：星穹铁道》× 大白兔联动小曲 | 奶糖警告,单人RPG游戏,游戏,帕姆的收藏夹,2026-09-09 12:00:00,62,1133169,1401,5821,39477,28441,29681,138902
19,BV1WnbG6EENE,https://www.bilibili.com/video/BV1WnbG6EENE,爆肝六个月！40万字详解对越自卫反击战秘闻，我们对越南都做了什么？【对越自卫反击战第1期】,人文历史,知识,硬核奇点,2026-09-08 17:05:00,2978,1042865,5113,2165,30249,22767,4285,46628
20,BV1rmbV6UELD,https://www.bilibili.com/video/BV1rmbV6UELD,【逆天中配】神人不行 第一集,动画配音,二次元,咖啡大慕斯,2026-09-08 18:21:49,948,985284,1807,2076,30667,11880,12324,55450
21,BV1QCYx6yERb,https://www.bilibili.com/video/BV1QCYx6yERb,下一个故事再见,随拍·综合,其他,康康和爷爷,2026-09-09 17:40:17,12,1584957,21251,7947,19311,43500,3747,381773
22,BV1sGbM6MEZH,https://www.bilibili.com/video/BV1sGbM6MEZH,好舞不挑曲,颜值·网红舞,舞蹈,卓卓脑婆,2026-09-07 22:54:09,24,1875427,702,3938,43748,11111,7838,268899
23,BV1bGb56aE7U,https://www.bilibili.com/video/BV1bGb56aE7U,所有人 感受奥黛塔的优雅,舞蹈综合,舞蹈,小暮mumu,2026-09-08 17:06:47,17,1057908,139,998,36466,4515,2027,187699
24,BV1QGbN66Emr,https://www.bilibili.com/video/BV1QGbN66Emr,男孩子千万要谨防被骗,剧情演绎,小剧场,'-阿迪啊阿迪-,2026-09-08 17:00:00,25,2821084,314,2267,9815,1310,3823,194116
25,BV1iiYx6JEhL,https://www.bilibili.com/video/BV1iiYx6JEhL,性格好到无语的猫（第二弹）,猫,动物,萌宠指南,2026-09-09 17:14:28,140,877794,1104,3570,14071,2022,4274,127667
26,BV17uY46oESF,https://www.bilibili.com/video/BV17uY46oESF,早期视频，我的世界模拟治疗,沙盒类,游戏,鲤鱼Ace,2026-09-09 16:34:37,1175,802708,1047,1630,18996,5401,1239,102323
