排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
38,BV19Nt962EGj,https://www.bilibili.com/video/BV19Nt962EGj,🐧串好了封侯，串不好的杀头🐧,随拍·综合,其他,盛夏度春风,2026-09-03 11:23:23,66,1669162,832,6480,32062,7952,37995,148963
39,BV13QtJ67Eo1,https://www.bilibili.com/video/BV13QtJ67Eo1,直到赛前..我都没想到当教练还得出COS啊???🥹 【bilibilionly同人扶持计划】,MOBA游戏,游戏,恩祈儿,2026-09-02 17:07:52,452,2081681,1272,1181,30669,5742,1217,149632
40,BV1XXtd6HEHo,https://www.bilibili.com/video/BV1XXtd6HEHo,阿诺撒……我让你站起来你耳朵🐉吗？,动漫剪辑,二次元,acg阿伦,2026-09-03 13:49:10,231,1500920,751,1824,17246,4676,5385,75481
41,BV1qCt96DEpj,https://www.bilibili.com/video/BV1qCt96DEpj,旗腹姬蜂是蟑螂杀手,野生动物·动物解说科普,动物,古法造物主,2026-09-03 10:47:19,268,4787724,2135,7235,51766,2208,3780,145942
42,BV1sUtR6KEbd,https://www.bilibili.com/video/BV1sUtR6KEbd,当你觉得自己很没用时：,剧情演绎,小剧场,一串大福,2026-09-04 11:00:00,174,3102131,772,649,29052,3196,627,152953
43,BV1cHtL6HEGN,https://www.bilibili.com/video/BV1cHtL6HEGN,用羊毛做一只抽象橘猫,轻手作,手工,麋鹿大佬,2026-09-02 12:30:00,77,2245057,793,2382,14091,5006,7126,202153
44,BV1NhtZ6LE8d,https://www.bilibili.com/video/BV1NhtZ6LE8d,《崩坏：星穹铁道》走近星穹——「砂金•戏浪：苏乐达给了你多少广告费？」,单人RPG游戏,游戏,崩坏星穹铁道,2026-09-04 12:00:00,388,827738,10343,14604,9095,14003,3014,71919
45,BV1yotm62Eep,https://www.bilibili.com/video/BV1yotm62Eep,【Shorts】ハート111 / Heart111【bilibilionly同人扶持计划】,同人动画,二次元,明石缪,2026-09-03 18:00:00,31,603142,90,1210,44658,12192,2874,143253
46,BV1kpbc67ELX,https://www.bilibili.com/video/BV1kpbc67ELX,那个死在如是书院的女孩,社会观察,知识,温柔JUNZ,2026-09-04 12:00:00,250,425369,1192,3249,8378,34250,2088,97896
47,BV1gBte6pELe,https://www.bilibili.com/video/BV1gBte6pELe,20天达成0—15万粉丝成就！老粉集合！,美食记录,美食,路野ML,2026-09-04 11:09:05,75,919845,372,1475,16964,3116,933,162349
48,BV1Qstz6qEsS,https://www.bilibili.com/video/BV1Qstz6qEsS,美国总统爱吃的芝士牛排三明治，什么味儿？,美食探店,美食,食贫道,2026-09-04 18:00:00,2797,2063515,8952,2068,12242,15013,2322,65029
49,BV1FytU61EkW,https://www.bilibili.com/video/BV1FytU61EkW,从某一刻开始，游戏的性质已经变了【B站笑点大赛】,剧情演绎,小剧场,阿洵快快乐乐,2026-09-02 20:59:06,106,2022862,360,740,17709,2773,2057,163652
50,BV1n2tq6yEWp,https://www.bilibili.com/video/BV1n2tq6yEWp,撤离点团建项目+1,射击游戏,游戏,小普-三角洲重生版,2026-09-04 12:53:44,37,2323901,448,2529,22058,584,13827,146620
51,BV1G3t96kE5s,https://www.bilibili.com/video/BV1G3t96kE5s,【加勒比海盗1-3】神级配乐如何成就海盗冒险史诗？,影视解读,影视,小鹿绝招大飞脚,2026-09-03 11:03:45,2560,1095910,2089,954,17589,8819,1129,82938
52,BV1fEtn6ZE4y,https://www.bilibili.com/video/BV1fEtn6ZE4y,当龙叔出来的时候 瞬间不怕了,影视剪辑,影视,春shy,2026-09-02 18:00:00,99,2409678,263,1408,26439,1370,1162,148375
53,BV1Ygt96VEJg,https://www.bilibili.com/video/BV1Ygt96VEJg,"明明睡了很久, 为什么每天还这么累｜如何提高精力？运动学博士的深度科普",健身科普,健身,北美运动学博士Bruce_PhD,2026-09-03 10:56:26,1044,799790,1331,1488,29328,9840,6274,47685
54,BV12ftJ6rE22,https://www.bilibili.com/video/BV12ftJ6rE22,建水紫陶,传统手工艺,手工,归乡人山白,2026-09-02 22:00:00,699,1340326,4504,1687,17413,50702,2358,117586
55,BV1FUbF6rEFf,https://www.bilibili.com/video/BV1FUbF6rEFf,世界末日，却打不通最后一通电话💔《Payphone》,翻唱,音乐,陈可尔Keer,2026-09-04 17:00:00,98,1717414,630,2387,15154,12073,5443,102995
56,BV15GtZ6tEGS,https://www.bilibili.com/video/BV15GtZ6tEGS,【半佛】下一代的孩子还会知道原神吗？,单人RPG游戏,游戏,硬核的半佛仙人,2026-09-04 17:00:00,1432,1961377,3623,15193,15523,12119,4639,94892
57,BV1rTtD6mE4k,https://www.bilibili.com/video/BV1rTtD6mE4k,大 周 礼 时 代(28),剧情演绎,小剧场,诸葛皮皮9527,2026-09-03 17:00:00,94,785331,1180,7816,11708,9213,1197,113041
58,BV1Fwtq6yErw,https://www.bilibili.com/video/BV1Fwtq6yErw,不同北京人的住处差异,剧情演绎,小剧场,抵抗Resistance,2026-09-04 14:56:56,78,3119239,814,3662,6419,907,2379,147586
59,BV1KjtS6XEWy,https://www.bilibili.com/video/BV1KjtS6XEWy,不同年代气血很足的美！这是一条气血很足的视频哦,随拍·综合,其他,李如儒也是李蠕蠕,2026-09-02 19:39:11,137,1912494,2395,2610,12139,9641,2425,162209
60,BV1LZbF6vEVR,https://www.bilibili.com/video/BV1LZbF6vEVR,天崩开局，读博两年，我的论文中了顶会,剧情演绎,小剧场,Zhan丨,2026-09-04 12:00:00,362,1077623,1329,2447,10156,20154,5744,51430
61,BV1e3td6nEEw,https://www.bilibili.com/video/BV1e3td6nEEw,女子打119报警后 上传火警视频却跳转出开屏广告,社会资讯,资讯,闪电新闻,2026-09-03 14:19:55,71,1844253,1258,6227,6374,5382,2592,144818
62,BV15Ct66VEhK,https://www.bilibili.com/video/BV15Ct66VEhK,【大鸣王潮1566】风停了很久了…,同人动画,二次元,寞桀緣才,2026-09-04 22:57:37,213,745062,2443,2912,9952,20502,3527,61085
63,BV1Srto6UEVm,https://www.bilibili.com/video/BV1Srto6UEVm,【三角洲动画】绝对的强者，由此而生的全家福，教会你玩工程位的是......,同人动画,二次元,北風78,2026-09-03 20:40:41,71,1250993,425,1475,66173,17476,9240,112805
64,BV1t2to6LEmj,https://www.bilibili.com/video/BV1t2to6LEmj,当我们决定：在村里给自己拍婚纱照，会发生什么？,婚嫁,生活经验,建康啊,2026-09-03 19:22:06,408,1088953,2023,2013,6486,38178,2949,48328
65,BV1cMtz6EEEn,https://www.bilibili.com/video/BV1cMtz6EEEn,【鬼谷闲谈】一个元素能在工作中捅多大娄子,科学科普,知识,芳斯塔芙,2026-09-04 17:10:00,686,738245,2621,1544,14726,10055,1087,61293
66,BV1BjtE6HExq,https://www.bilibili.com/video/BV1BjtE6HExq,极限挑战——时光大桥,娱乐综艺正片,娱乐,王迅,2026-09-02 11:04:34,184,2239064,1279,4576,13137,32042,4640,203817
67,BV1iPty6xE4B,https://www.bilibili.com/video/BV1iPty6xE4B,全网首发，爆肝12个小时唐吉第一阶段任务全流程,射击游戏,游戏,157幺伍丌,2026-09-05 06:27:21,863,1173065,705,1330,37215,3168,3663,47600
68,BV1kqtq6SEUX,https://www.bilibili.com/video/BV1kqtq6SEUX,云南人最宝贝的一根棍子，巨下饭！,美食探店,美食,日食记,2026-09-04 17:00:00,458,1627640,1740,3449,12109,5967,7736,46707
69,BV1Geto6sEtd,https://www.bilibili.com/video/BV1Geto6sEtd,业余车手的世界冠军🏆  2026 UCI Gran Fondo 世界锦标赛,骑行,户外潮流,SuperLS_,2026-09-03 21:13:46,234,415161,2429,2091,4937,22623,644,90454
70,BV1NdtB64Edm,https://www.bilibili.com/video/BV1NdtB64Edm,解毒大师,剧情演绎,小剧场,脱缰凯Kk,2026-09-04 18:35:35,200,930414,3236,1131,6817,2747,897,69569
71,BV1LGbF6KEXB,https://www.bilibili.com/video/BV1LGbF6KEXB,三角洲行动 全身动态特效+史上最强数值手感！新刀重塑全网最详细测评与优缺点介绍！,射击游戏,游戏,Always聪聪,2026-09-04 06:28:09,209,1694719,1178,6326,11703,1488,7121,48586
72,BV1tttZ67EpE,https://www.bilibili.com/video/BV1tttZ67EpE,男孩 男人 微波炉 我看哭了,剧情演绎,小剧场,徐五八,2026-09-03 18:15:43,12,1018653,269,4238,23130,814,12208,99425
73,BV1rvty6NEpZ,https://www.bilibili.com/video/BV1rvty6NEpZ,拿不下你 我的问题,短剧短片,影视,柯洁,2026-09-05 14:01:35,26,1406105,2868,4860,5467,5106,5587,152113
74,BV1PRti6JEtv,https://www.bilibili.com/video/BV1PRti6JEtv,我不是公公，我是大美太子！万斯要重新证明自己,时政解读,知识,麻薯波比呀,2026-09-04 17:51:35,1070,989521,2952,1199,7593,8747,729,59880
75,BV11gtf6mEk9,https://www.bilibili.com/video/BV11gtf6mEk9,特厨探店丨吃宵夜得靠抢?二探洪达面馆!,美食探店,美食,特厨隋坡,2026-09-04 11:30:00,187,816408,1096,2200,6877,3548,4022,66755
76,BV1STtS6fE7B,https://www.bilibili.com/video/BV1STtS6fE7B,星期日：纯路人，我觉得封面很可爱,同人动画,二次元,呵纹Hevon,2026-09-02 19:04:44,162,960328,1694,797,19773,35176,1842,136623
77,BV1ahtR6mESA,https://www.bilibili.com/video/BV1ahtR6mESA,脑洞大开的一个视频！而这个视频是对抗战胜利81周年纪念日的今天最好的礼物，历史必须铭记！,其他手工,手工,阿挺浪子,2026-09-03 17:37:10,53,577525,745,463,11719,48529,649,119293
78,BV1kktD69EaX,https://www.bilibili.com/video/BV1kktD69EaX,欢迎来到霍格沃茨的新学年,影视正片搬运,影视,哈利波特,2026-09-02 23:27:32,148,2035089,2893,10868,14012,15322,26925,63391
79,BV1U8tq6sEb2,https://www.bilibili.com/video/BV1U8tq6sEb2,【月行水上】SR-1至SR-8 摆完挂机 简单好抄,单人RPG游戏,游戏,萧然Q,2026-09-04 12:15:28,1404,1734590,684,2447,5818,22989,713,29001
80,BV1uHtZ6HEa8,https://www.bilibili.com/video/BV1uHtZ6HEa8,难绷：尼泊尔就泥石流灾害对中美印提出赔偿要求,时政资讯,资讯,波士顿圆脸,2026-09-03 18:39:52,842,1349953,7793,5586,5421,3343,3681,52109
81,BV1mKto6kEBQ,https://www.bilibili.com/video/BV1mKto6kEBQ,【沨漪原创】秦宣四方【忘川风华录】“无衣颂，问前程。蒹葭歌，溯洄相从。”,原创音乐,音乐,忘川风华录,2026-09-03 22:04:39,292,373941,2036,5112,18989,25994,6976,33236
82,BV1Z4ti6BE4b,https://www.bilibili.com/video/BV1Z4ti6BE4b,“龙叔，如果要选一个符咒，你选哪一个？”,影视剪辑,影视,wrizedm,2026-09-04 15:28:42,212,855823,319,1345,8541,3241,2138,60873
83,BV1pst66xETg,https://www.bilibili.com/video/BV1pst66xETg,《营救匪徒》,语言类小剧场,小剧场,伤心欲茄222,2026-09-05 12:00:00,84,1283239,1447,2486,5734,2358,1833,123267
84,BV1pqtG6CE59,https://www.bilibili.com/video/BV1pqtG6CE59,韩语版《朋友的酒》【韩国大叔Trot版】（空城计の小曲）,AI音乐,音乐,181319,2026-09-02 00:44:36,248,2288116,1393,3454,25976,13843,14718,54154
85,BV1gZtg6HEtt,https://www.bilibili.com/video/BV1gZtg6HEtt,想让海水更清澈？别再只会提亮度！,摄影摄像,科技数码,那只貂貂,2026-09-01 20:40:00,87,850996,276,1220,103556,10313,3706,115272
86,BV18Bto6DEWn,https://www.bilibili.com/video/BV18Bto6DEWn,你往「快乐驿站」里加了什么！,鬼畜综合,鬼畜,非桥段,2026-09-03 20:32:43,192,547029,345,1711,14932,21291,3196,35003
87,BV1Y8tn6nE9L,https://www.bilibili.com/video/BV1Y8tn6nE9L,还没擦掉嘴角伊朗儿童的血，他们又来吃中国的“人血馒头”,时政资讯,资讯,环球网,2026-09-02 15:14:19,224,1913305,140,1070,4280,1164,474,100647
88,BV1URtJ65EUi,https://www.bilibili.com/video/BV1URtJ65EUi,《崩坏3》全新S级角色寻梦者「时序之律者」预告,单人RPG游戏,游戏,崩坏3第一偶像爱酱,2026-09-03 19:00:00,350,542815,1459,6321,8081,12923,5654,47840
89,BV1WRti6JECF,https://www.bilibili.com/video/BV1WRti6JECF,“来中国，我只办三件事” | 冰岛制作人中国行 - 正片【KARDS】,其他游戏,游戏,KARDS官方,2026-09-04 19:00:00,1407,700388,7600,3579,19763,8973,6380,51871
90,BV1zftR6bEdY,https://www.bilibili.com/video/BV1zftR6bEdY,穿成这样去跳hiphop会被赶出来吗,街舞,舞蹈,蕙槿晨,2026-09-03 16:04:01,13,772625,311,1811,19717,3055,1684,90223
91,BV1p3t36kEEj,https://www.bilibili.com/video/BV1p3t36kEEj,一个外挂100块，从零挑战四款FPS，会遇到多少挂？,射击游戏,游戏,搞机所,2026-09-02 14:00:00,1454,2535301,5172,6808,18766,24199,7277,92091
92,BV1k5to6TEpB,https://www.bilibili.com/video/BV1k5to6TEpB,开学了，化学作业写不完怎么办？今天我教你们如何使用化学作业制作布丁。,科学科普,知识,拉挖稀,2026-09-03 21:43:17,71,966375,755,2232,14763,1161,9407,91353
93,BV1vttR6SE8L,https://www.bilibili.com/video/BV1vttR6SE8L,又一部让你狂掉SAN值的，中式模拟恐怖 #恐怖 #悬疑,影视解读,影视,A一个猛男A,2026-09-03 17:26:09,379,522311,2294,453,21231,324,1141,32567
94,BV1rftm6LERb,https://www.bilibili.com/video/BV1rftm6LERb,校方通报一年级新生家长群内被骗：5名家长受骗，涉及金额3240元，已报案,时政资讯,资讯,九派新闻,2026-09-02 23:25:18,32,2137444,1068,6303,9416,682,63313,103897
95,BV1oGtz6yEj2,https://www.bilibili.com/video/BV1oGtz6yEj2,我发现了动画最离谱的BUG？,动漫评论,二次元,大福咕咕,2026-09-04 17:02:10,425,2866604,2055,823,27451,7296,2085,72523
96,BV1M1ti6xEW1,https://www.bilibili.com/video/BV1M1ti6xEW1,Uno A Uno [明日方舟终末地 meme],同人动画,二次元,Simi_n_ChapChap,2026-09-04 14:38:26,121,562062,171,525,19095,9313,2707,66049
97,BV1i5tz65EfM,https://www.bilibili.com/video/BV1i5tz65EfM,喝多了没人能制裁我 除了我老婆,剧情演绎,小剧场,卷毛懂个球,2026-09-04 16:38:36,180,1083115,375,696,3038,3808,1177,59386
98,BV1abtE6VE2f,https://www.bilibili.com/video/BV1abtE6VE2f,“我从小抽核弹长大的”，抽一个可变形核弹发射井模型,潮玩玩具,生活兴趣,隔墙总有耳,2026-09-02 11:41:27,89,2231116,1285,8515,15814,13151,10437,94253
99,BV1jbti6TEtk,https://www.bilibili.com/video/BV1jbti6TEtk,我爱我的废技能,其他手工,手工,那就叫王师傅吧,2026-09-04 16:15:48,143,1527340,583,1849,3625,1644,909,75290
100,BV1oVtq6KEpq,https://www.bilibili.com/video/BV1oVtq6KEpq,三角洲赛伊德被救失忆，跑去核电站钓鱼！难道要放弃阿萨拉？,射击游戏,游戏,狗头军师小哆啦,2026-09-04 13:01:09,132,1622868,442,1905,18572,702,3831,56035
