排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
20,BV1ZXY464EfR,https://www.bilibili.com/video/BV1ZXY464EfR,《阴阳师》十周年庆典现已开启丨送你这样好的「石莲金」,单人RPG游戏,游戏,网易阴阳师手游,2026-09-10 12:30:00,169,1547601,2082,3448,25980,41809,19099,68071
21,BV1QCYx6yERb,https://www.bilibili.com/video/BV1QCYx6yERb,下一个故事再见,随拍·综合,其他,康康和爷爷,2026-09-09 17:40:17,12,2115399,32671,10340,30371,59959,4781,541898
22,BV1AcYK6kEf5,https://www.bilibili.com/video/BV1AcYK6kEf5,传奇历史人物志——达尔文,人文历史,知识,抽象历史人物志,2026-09-10 12:12:35,190,1369184,417,1258,19094,2659,2079,112308
23,BV1fsYG6JErA,https://www.bilibili.com/video/BV1fsYG6JErA,【warma/怒九】出国！去逛全球最大的游戏展吧！,二次元线下,二次元,Warma,2026-09-11 12:00:00,1719,754610,2447,1885,22146,25368,2275,104185
24,BV1AcY46PEYE,https://www.bilibili.com/video/BV1AcY46PEYE,【教师节TV】可恶……这么燃的考前动员？！,剧情演绎,小剧场,大乾乾是顾乾宇,2026-09-09 16:09:37,128,1196602,804,1937,16710,7820,9060,150724
25,BV1YkYx6LEun,https://www.bilibili.com/video/BV1YkYx6LEun,热烈欢迎欧阳娜娜！我们的第二位00后嘉宾～看看喜欢搞婚庆的娜娜带了什么可爱（但没用）的小东西呢？,娱乐综艺正片,娱乐,papi酱,2026-09-10 12:00:00,2316,1282439,10268,4511,11366,24863,5239,101587
26,BV15nbV6MExG,https://www.bilibili.com/video/BV15nbV6MExG,《崩坏：星穹铁道》× 大白兔联动小曲 | 奶糖警告,单人RPG游戏,游戏,帕姆的收藏夹,2026-09-09 12:00:00,62,1407147,1571,6439,56756,35197,34002,175673
27,BV1LCb563EUG,https://www.bilibili.com/video/BV1LCb563EUG,也算是太岁头上动了把土！,剧情演绎,小剧场,许主任啊啊啊啊,2026-09-08 16:56:34,203,3771574,1437,2449,21688,5090,7702,162226
28,BV1sbbj6bEut,https://www.bilibili.com/video/BV1sbbj6bEut,【招笑版】新植物9:力竭豌豆【bilibilionly同人扶持计划】,休闲/小游戏,游戏,时空go蛙,2026-09-10 16:00:00,444,2763464,848,1924,10218,2678,3772,96762
29,BV1XwYt6nESK,https://www.bilibili.com/video/BV1XwYt6nESK,500万粉丝博主“康康爷爷”去世，家属：爷爷临终交代，和大家的故事暂时告一段落了,社会资讯,资讯,九派新闻,2026-09-09 23:27:09,42,1442651,3170,2047,8145,2994,2351,237586
30,BV1odY76aEio,https://www.bilibili.com/video/BV1odY76aEio,校长来啦,剧情演绎,小剧场,脱缰凯Kk,2026-09-11 19:05:58,273,2303228,1694,2159,8975,2595,864,129264
31,BV1UaYK6nE6H,https://www.bilibili.com/video/BV1UaYK6nE6H,“是他撞的你吗？”面对询问，奶奶的回答令人动容。当善良遇到善良，这一幕真暖！,社会资讯,资讯,人民日报,2026-09-10 10:38:44,51,1261495,2569,9953,8840,10085,1437,191765
32,BV19CYt6pEQ9,https://www.bilibili.com/video/BV19CYt6pEQ9,能在原神里玩空洞骑士了！这还是原神吗？？,单机主机类游戏,游戏,小问号Official,2026-09-09 21:31:15,79,2046336,3574,6982,18670,4456,31723,145887
33,BV1CDYg69EGL,https://www.bilibili.com/video/BV1CDYg69EGL,三年之期已到，恭迎世一上归位！【第8集】,鬼畜综合,鬼畜,九夜听风,2026-09-11 01:09:39,474,1691077,13973,5729,7976,51022,16151,62245
34,BV1rmbV6UELD,https://www.bilibili.com/video/BV1rmbV6UELD,【逆天中配】神人不行 第一集,动画配音,二次元,咖啡大慕斯,2026-09-08 18:21:49,948,1288437,2430,2663,40905,15436,15480,74123
35,BV1zeYt6bEc4,https://www.bilibili.com/video/BV1zeYt6bEc4,管理员: 哭？哭也算时间哦？,单人RPG游戏,游戏,Kais,2026-09-09 20:31:48,296,696840,1255,1664,23660,16573,10564,65935
36,BV1e1Y86fEPD,https://www.bilibili.com/video/BV1e1Y86fEPD,众望所归，今天带孙艺洲自律！,健身记录,健身,花小龙oy,2026-09-10 11:00:00,214,1560397,1267,2710,4162,4486,3467,110236
37,BV1QGbN66Emr,https://www.bilibili.com/video/BV1QGbN66Emr,男孩子千万要谨防被骗,剧情演绎,小剧场,'-阿迪啊阿迪-,2026-09-08 17:00:00,25,3288366,354,2505,12404,1541,4207,226343
38,BV1gGbN6rEk9,https://www.bilibili.com/video/BV1gGbN6rEk9,大巴车上的baby，后面bbox和rap的极致配合,音乐现场,音乐,素商清歌,2026-09-07 20:42:24,120,803840,382,3095,31588,23604,5885,150309
39,BV1sGbM6MEZH,https://www.bilibili.com/video/BV1sGbM6MEZH,好舞不挑曲,颜值·网红舞,舞蹈,卓卓脑婆,2026-09-07 22:54:09,24,2324547,871,4575,58440,14433,9741,341286
40,BV149bG6dE5r,https://www.bilibili.com/video/BV149bG6dE5r,⚡️区区心魔 敢乱我道心⚡️【bilibilionly同人扶持计划】,同人动画,二次元,'-柠萌菌-,2026-09-08 11:57:38,293,1512826,1122,1986,29599,3794,1179,106026
41,BV1veYx6DESi,https://www.bilibili.com/video/BV1veYx6DESi,德国政坛大地震，选择党，前进四！,时政解读,知识,麻薯波比呀,2026-09-09 17:51:20,1070,1396764,5005,3228,9365,8861,1483,76085
42,BV1bGb56aE7U,https://www.bilibili.com/video/BV1bGb56aE7U,所有人 感受奥黛塔的优雅,舞蹈综合,舞蹈,小暮mumu,2026-09-08 17:06:47,17,1219318,150,1094,44899,5580,2321,225195
43,BV1LJYb6ZE1m,https://www.bilibili.com/video/BV1LJYb6ZE1m,「小白」iPhone Duo真机体验：苹果折叠终于来了！,手机,科技数码,小白测评,2026-09-10 03:51:48,441,1283690,7169,10458,11871,23512,9231,45891
44,BV1aTYT64EQH,https://www.bilibili.com/video/BV1aTYT64EQH,我真有那么像外国人吗…!?,同人动画,二次元,厄尔尼诺-ARCdraws,2026-09-11 17:00:00,484,1113121,936,2247,21190,6404,1298,82115
45,BV1fYYj68EiU,https://www.bilibili.com/video/BV1fYYj68EiU,要打针还是亲亲？,同人动画,二次元,叶玲秋雨,2026-09-11 18:20:00,139,731645,641,1675,22626,14741,4059,84793
46,BV1w1b36VEMT,https://www.bilibili.com/video/BV1w1b36VEMT,老爸跑路，老妈赌鬼，独自在家的小女孩被放贷的黑道盯上,动漫速读,二次元,凉拌了紫苏,2026-09-08 15:00:52,572,673168,2039,2421,29853,11518,4912,83257
47,BV1bfbN6uEXq,https://www.bilibili.com/video/BV1bfbN6uEXq,谁能坚持到最后2.0,鬼畜综合,鬼畜,怠惰的一休,2026-09-07 18:51:19,82,1409591,3948,4003,42643,25545,9056,162987
48,BV14NYg6xEdH,https://www.bilibili.com/video/BV14NYg6xEdH,只不过是学会了化妆，对象非说我整容了……,美妆,时尚美妆,王七四-,2026-09-10 19:01:47,470,1359754,548,763,18398,1860,2734,54993
49,BV1WnbG6EENE,https://www.bilibili.com/video/BV1WnbG6EENE,爆肝六个月！40万字详解对越自卫反击战秘闻，我们对越南都做了什么？【对越自卫反击战第1期】,人文历史,知识,硬核奇点,2026-09-08 17:05:00,2978,1225551,5544,2218,35193,25182,4604,55744
50,BV1pubK6aE6t,https://www.bilibili.com/video/BV1pubK6aE6t,“卦者灵风在线教你写刀子”,原创音乐,音乐,卦者那啥子靈風,2026-09-08 12:00:00,182,815340,1863,2643,79176,31539,12027,106585
51,BV11jYx6AExm,https://www.bilibili.com/video/BV11jYx6AExm,小时候的某人,剧情演绎,小剧场,古泽源,2026-09-09 19:14:48,18,2473128,122,2821,7780,771,1396,149076
52,BV1bwYg6tExB,https://www.bilibili.com/video/BV1bwYg6tExB,大美王朝2026：党争、测谎，挪用军饷，美国真有大明那味了！,时政解读,知识,星辰趣味屋,2026-09-10 18:18:52,1176,849849,7056,2236,10593,22356,1551,56250
53,BV1ThY46kERk,https://www.bilibili.com/video/BV1ThY46kERk,京圈太子爷，论迹不论心,娱乐综合,娱乐,沉迷_Aholic,2026-09-09 18:27:58,271,1098317,484,3055,8137,829,1178,75481
54,BV1GLYp6TENy,https://www.bilibili.com/video/BV1GLYp6TENy,吾从人族来，自当为人族竭尽全力！！,随拍·综合,其他,造梦阿瑄,2026-09-09 08:04:57,986,497426,1316,1648,6441,39441,803,95042
55,BV1oFY868ETc,https://www.bilibili.com/video/BV1oFY868ETc,iPhone Duo 苹果折叠屏上手：超强折痕控制 + 纳米纹理屏,手机,科技数码,钟文泽,2026-09-10 02:51:05,420,3093751,14679,25008,7593,5468,36486,36581
56,BV16hb56JEeU,https://www.bilibili.com/video/BV16hb56JEeU,一根铅笔300块？如今的文具让我大开眼界...,文具手帐,手工,'-LKs-,2026-09-10 12:00:00,1034,1854094,7928,2741,13474,6411,2552,54618
57,BV12HYu6REYk,https://www.bilibili.com/video/BV12HYu6REYk,差一天就能看到糖花の“监狱vlog”了,中外生活vlog,vlog,我不是黄毛-,2026-09-10 21:10:24,145,1900582,896,1579,6896,1204,708,91193
58,BV1hKYt6UEVF,https://www.bilibili.com/video/BV1hKYt6UEVF,我来同你玩！好久不见，各位彦祖！#三角洲行动两周年#洲彦祖再集结,射击游戏,游戏,吴彦祖-DW,2026-09-09 22:06:25,335,2140421,756,1245,55635,9202,3003,121570
59,BV1W4YT6CEWP,https://www.bilibili.com/video/BV1W4YT6CEWP,全宇宙最可爱的单核处理器非说她跳舞是5090？！平泽唯「染上你的颜色」,宅舞,舞蹈,小圈甜甜,2026-09-10 16:04:10,185,287168,23,948,28822,2801,3089,70563
60,BV1X6Yx62Eoa,https://www.bilibili.com/video/BV1X6Yx62Eoa,父母以为的事,剧情演绎,小剧场,西维西师傅,2026-09-09 18:07:43,34,2220487,119,1637,5879,1439,1309,147385
61,BV1z7YJ6MEA9,https://www.bilibili.com/video/BV1z7YJ6MEA9,不是哥们儿，咱宿舍还有正常人嘛？,AI影视,影视,最帅之人jg,2026-09-08 22:03:42,187,1150744,818,1560,13268,7014,1130,70055
62,BV1m9Yt61EZm,https://www.bilibili.com/video/BV1m9Yt61EZm,什么叫问薪无愧,动物综合·二创,动物,cheems小电影,2026-09-09 19:36:38,40,1608363,258,3821,8273,2202,1394,135952
63,BV1o8YW61ECN,https://www.bilibili.com/video/BV1o8YW61ECN,<“世界顶级杀手”正在带妹>第二集【AI全民制作人】,短剧短片,影视,一二山寺AIGC,2026-09-09 13:35:32,231,593343,381,1415,13247,12078,1784,52740
64,BV19eYH6NEsC,https://www.bilibili.com/video/BV19eYH6NEsC,第三集上线！《新数码宝贝·全面战争》【15分钟管饱！】,AI影视,影视,不睡的彻,2026-09-09 02:02:23,901,1476735,2083,1814,13136,30347,4194,30901
65,BV1UuYt61EZc,https://www.bilibili.com/video/BV1UuYt61EZc,《在山羊身上感受不到的爽感》,MOBA游戏,游戏,三桥qzg,2026-09-09 22:01:02,538,780287,773,1801,2481,17893,889,66210
66,BV1AcYK6kEiq,https://www.bilibili.com/video/BV1AcYK6kEiq,鼠鼠勇闯长弓溪谷！！！,同人动画,二次元,超级蓝狼狼,2026-09-10 12:09:47,230,1672926,826,1551,16653,4933,783,64365
67,BV17hbG6rEne,https://www.bilibili.com/video/BV17hbG6rEne,当你的朋友们喜欢用猎奇皮肤时:,沙盒类,游戏,夏杰v,2026-09-08 16:00:00,44,1106092,1552,2795,26948,1605,9781,129979
68,BV1mcYH6oEGp,https://www.bilibili.com/video/BV1mcYH6oEGp,每说一个杰字，文明倒退一次,AI音乐,音乐,兰斯的画室LanceStudio,2026-09-09 11:30:00,217,2813933,2202,1325,18841,6393,7776,64051
69,BV1rtYt6YE4C,https://www.bilibili.com/video/BV1rtYt6YE4C,纪念毛主席,人文历史,知识,麦片是只小金毛,2026-09-09 20:52:01,412,385864,2253,704,10464,21408,2752,69813
70,BV1uTYx6gEwE,https://www.bilibili.com/video/BV1uTYx6gEwE,超燃漫威电影《死侍与金刚狼》，不死贱贱与狼叔强强联手，能不能拯救濒临崩塌的宇宙呢！,影视解读,影视,摩斯神探,2026-09-09 18:19:15,1010,1022830,601,252,8262,837,400,56400
71,BV1f3Y46xExP,https://www.bilibili.com/video/BV1f3Y46xExP,速来！全体玩家参与才能破译！二周年彩蛋没你不行！,射击游戏,游戏,小普-三角洲重生版,2026-09-09 16:43:15,53,1657578,332,2841,34327,1702,3115,81037
72,BV1mEY867EcQ,https://www.bilibili.com/video/BV1mEY867EcQ,扮成乞丐回学校看老师，会被认出吗？,剧情演绎,小剧场,闪电侠-flash,2026-09-10 12:00:00,285,561734,878,933,7873,1970,1506,79963
73,BV1aSYt6JEnd,https://www.bilibili.com/video/BV1aSYt6JEnd,帮精神小妹过一场生日，送给她一束特别的花,其他vlog,vlog,旺卡_Wonka,2026-09-09 21:25:29,594,1020273,12207,4090,7414,21764,2710,45485
74,BV1NiY46uEBh,https://www.bilibili.com/video/BV1NiY46uEBh,大厅单挑炸鱼的来,射击游戏,游戏,三角洲万泉教官,2026-09-09 15:32:38,131,2371918,548,1635,22618,1256,5541,77291
75,BV16uYK6TEqe,https://www.bilibili.com/video/BV16uYK6TEqe,【英雄联盟】打了 15 年， 对决还在继续。,MOBA游戏,游戏,英雄联盟,2026-09-10 14:00:00,167,1726128,249,1723,4834,3558,1286,69890
76,BV1a2Yt6nEYH,https://www.bilibili.com/video/BV1a2Yt6nEYH,这才是iphone折叠机啊！,剧情演绎,小剧场,热男HotGuys,2026-09-09 21:08:38,442,1346007,2449,3104,4967,16202,5811,33588
77,BV19TYT64ET3,https://www.bilibili.com/video/BV19TYT64ET3,挑战从深圳坐公交去西藏，到广西南宁了！,公共交通,旅游出行,拉宏桑,2026-09-10 17:05:00,629,874650,3796,1900,3590,8646,2059,57501
78,BV19JYL6nE34,https://www.bilibili.com/video/BV19JYL6nE34,你会翻过山，看到万丈青天,自我成长,情感,陈怀安_Aaa,2026-09-11 18:00:00,546,792175,4586,3906,7684,24676,8635,31271
79,BV1bqYJ6sEVD,https://www.bilibili.com/video/BV1bqYJ6sEVD,I can't wait x 忘情牛肉面  但是gumi唱,鬼畜综合,鬼畜,不登校芹菜,2026-09-09 17:22:00,33,421776,342,2467,29318,3395,8803,89902
80,BV1y7bg6kEn1,https://www.bilibili.com/video/BV1y7bg6kEn1,鱼换万物之弄哥烧烤,钓鱼,户外潮流,平常心钓鱼_,2026-09-10 12:00:00,266,552525,1973,1264,4464,10359,1312,68052
81,BV14nYT6mE5N,https://www.bilibili.com/video/BV14nYT6mE5N,开麦被航天认的大哥当成蜂医本尊了,射击游戏,游戏,凉粥渐晚,2026-09-10 17:44:03,353,693426,321,227,11407,567,142,53923
82,BV1QUbx6iE6h,https://www.bilibili.com/video/BV1QUbx6iE6h,⚡《初音大战奥特曼》传统戏曲⚡【bilibilionly同人扶持计划】,鬼畜综合,鬼畜,嗨刻,2026-09-07 11:50:00,86,2387482,5476,9015,39056,7781,56195,170325
83,BV1gTYx6gEgR,https://www.bilibili.com/video/BV1gTYx6gEgR,《不同医生遇到医闹》,剧情演绎,小剧场,一点都不亮啊,2026-09-09 18:16:40,33,2103836,161,1783,7210,455,872,105885
84,BV19cYx6VEwD,https://www.bilibili.com/video/BV19cYx6VEwD,在健身房说我是菜很正常啊，但我做有氧……,体育综合,体育运动,冯竟爽,2026-09-09 18:35:55,41,1470617,674,6315,7950,1675,723,98323
85,BV1utY46yEny,https://www.bilibili.com/video/BV1utY46yEny,野蜂先生《列车生存挑战》待到最后，就能瓜分大奖！,短剧短片,影视,狐不糊_弧,2026-09-09 15:43:12,428,3574304,821,762,61690,8656,3713,99121
86,BV1HtYN6NEFs,https://www.bilibili.com/video/BV1HtYN6NEFs,下一个是谁幕后公开！（偶像来啦）,娱乐综合,娱乐,力元君,2026-09-10 17:00:00,479,708843,1716,896,7538,16521,790,43927
87,BV1aCYx6yEAn,https://www.bilibili.com/video/BV1aCYx6yEAn,在意大利摆摊卖中餐，花5毛钱做铁板豆腐 看看老外啥反应！,美食记录,美食,周丽Giuly在意大利,2026-09-09 17:40:09,327,834193,1104,2324,3533,1772,477,56397
88,BV1nDbP6dEv2,https://www.bilibili.com/video/BV1nDbP6dEv2,五分钟后年级查带手机,剧情演绎,小剧场,一颗霉屎的桔勒勒,2026-09-09 17:00:00,124,1483797,127,1149,5441,761,1097,73373
89,BV1cgYM65EQw,https://www.bilibili.com/video/BV1cgYM65EQw,【IGN】Switch 2版《艾尔登法环 褪色者版》 59分钟实机演示02,单机主机类游戏,游戏,IGN中国,2026-09-10 22:00:00,3559,637693,6458,2991,8189,19777,7229,29519
90,BV1pPY46cEzH,https://www.bilibili.com/video/BV1pPY46cEzH,小心对待你的顾客！这没有一个人是真的！,其他游戏,游戏,与山0v0,2026-09-09 17:08:22,3890,517973,3443,621,12224,9310,685,46009
91,BV17mYV6WEe5,https://www.bilibili.com/video/BV17mYV6WEe5,【西西里 | 官方MV 】周杰伦 MV从画面、运镜到剧情铺陈，都以电影规格打造，宛如一部浓缩版的动作电影。,MV,音乐,杰威尔音乐,2026-09-11 12:01:16,234,658759,2375,4371,8958,18985,8543,28793
92,BV1SZtJ6GEuf,https://www.bilibili.com/video/BV1SZtJ6GEuf,原神∞深渊｜当你把主线任务全都倒过来念时，你会得到！,单人RPG游戏,游戏,流星的旅人,2026-09-09 18:00:00,56,1072712,284,2230,21236,1413,3201,68568
93,BV1oGY46REVh,https://www.bilibili.com/video/BV1oGY46REVh,《大坝并非清汤寡水》,射击游戏,游戏,小霖QL,2026-09-10 11:00:00,106,1330677,389,1216,5078,688,958,75537
94,BV1zuY46oE2V,https://www.bilibili.com/video/BV1zuY46oE2V,小 兵 阿 嘎,鬼畜综合,鬼畜,推背兔の,2026-09-11 12:00:00,570,717956,1622,1730,11707,17450,7464,40654
95,BV18bYL65E54,https://www.bilibili.com/video/BV18bYL65E54,【月行水上】SR-EX-1至SR-EX-8突袭 摆完挂机 简单好抄,单人RPG游戏,游戏,萧然Q,2026-09-11 16:46:49,1588,1323546,734,1576,5597,16157,622,22086
96,BV1eAYT6FEVx,https://www.bilibili.com/video/BV1eAYT6FEVx,近期热点事件：9月神人合集（一）,社会观察,知识,我是M菌,2026-09-10 18:00:00,624,1354319,7454,4991,4433,1332,3057,48363
97,BV16XbP6sEX2,https://www.bilibili.com/video/BV16XbP6sEX2,“人们常常在夏天结束时，回忆那些美好的时光... ”【Shawdow of the sun】【夏天结束の小曲】,电台·歌单,音乐,早睡起大王,2026-09-07 14:00:00,313,895511,21020,2856,60424,8921,2306,115220
98,BV1cSYb6MEk2,https://www.bilibili.com/video/BV1cSYb6MEk2,琵琶曲 l 1v1单挑房的你和你兄弟,同人动画,二次元,小哭包麦鼠鼠,2026-09-10 10:30:00,60,976949,378,2965,34072,1854,19639,64006
99,BV1wKbs67Emc,https://www.bilibili.com/video/BV1wKbs67Emc,孤岛小夫 第三集,同人动画,二次元,派之新,2026-09-07 12:02:02,675,2838997,2049,2740,47921,14437,8552,164094
100,BV173Y46xErn,https://www.bilibili.com/video/BV173Y46xErn,露思正面对抗月亮脸，TF家没有好听的风险,娱乐评论,娱乐,接二连珊妄想症,2026-09-09 17:36:23,793,1157654,16839,1388,11269,12716,3976,59454
