排名,BV号,视频链接,视频标题,视频分区,主分区,UP主,发布时间（北京时间）,视频时长（秒）,播放量,弹幕数,评论数,收藏数,投币数,分享数,点赞数
29,BV1Wqbn6zEbn,https://www.bilibili.com/video/BV1Wqbn6zEbn,真实事件改编，史上最离谱的劫机案！韩国政府这波极限忽悠我给满分《凶降喜讯》,影视解读,影视,阿斗归来了,2026-09-06 18:00:00,1295,1627868,1779,897,20642,3735,2295,57879
30,BV14zbs69EGL,https://www.bilibili.com/video/BV14zbs69EGL,《真千金她真没有背景通天》1-31,短剧短片,影视,三鑫不吃香菜,2026-09-06 19:21:44,7301,1099910,4897,1212,23498,12646,9666,38500
31,BV1qUbu6aEuo,https://www.bilibili.com/video/BV1qUbu6aEuo,《你往里面加了什么》,语言类小剧场,小剧场,伤心欲茄222,2026-09-08 12:00:00,103,1532802,767,2403,9087,6269,3553,133097
32,BV1gAtm69EBH,https://www.bilibili.com/video/BV1gAtm69EBH,【自制动画】聊斋志异之《李伯言》,同人动画,二次元,编导赵高,2026-09-05 16:36:58,246,1239277,490,1048,19071,5250,3175,86566
33,BV1PYt26LE64,https://www.bilibili.com/video/BV1PYt26LE64,右手握力96.75公斤,其他手工,手工,沉迷_Aholic,2026-09-06 11:24:17,208,1796836,2005,6198,5902,592,2923,92852
34,BV1gybH69ERx,https://www.bilibili.com/video/BV1gybH69ERx,llustrator小技巧，如何轻松制作逼真的3D木质棋盘兵,设计艺术,知识,完事如意ps,2026-09-06 17:58:17,53,1228995,212,1233,57196,1774,565,98830
35,BV1tsbn6mEiG,https://www.bilibili.com/video/BV1tsbn6mEiG,123木头人！,舞蹈综合,舞蹈,刘旺鑫-,2026-09-06 12:38:34,46,863519,416,3876,26856,10262,15556,140979
36,BV1awbg6XELn,https://www.bilibili.com/video/BV1awbg6XELn,对话汉斯·季默！如何用一段旋律创造一个电影宇宙？,乐评盘点,音乐,影视飓风,2026-09-08 11:00:00,987,686582,1870,1321,18322,23673,6341,67177
37,BV1sGbM6MEZH,https://www.bilibili.com/video/BV1sGbM6MEZH,好舞不挑曲,颜值·网红舞,舞蹈,卓卓脑婆,2026-09-07 22:54:09,24,894212,396,2304,22765,5927,4412,145510
38,BV1PMb469EAs,https://www.bilibili.com/video/BV1PMb469EAs,<“世界顶级杀手”正在带妹>第一集,AI影视,影视,一二山寺AIGC,2026-09-07 09:00:00,270,746608,736,1259,18740,11834,3693,55441
39,BV1oabW6zEms,https://www.bilibili.com/video/BV1oabW6zEms,【STN快报第8.5季19】这德国科隆给我弄哪来了？这真不是国内吗？,其他游戏,游戏,STN工作室,2026-09-06 21:45:17,1987,962111,11176,5140,9758,24813,1463,50993
40,BV1J1t26KEcz,https://www.bilibili.com/video/BV1J1t26KEcz,他只用一首歌，就能让十四亿中国人乖乖回家,乐评盘点,音乐,薩尔瓦多,2026-09-05 19:00:00,474,1680247,1941,1117,36204,5884,4329,126342
41,BV18xbp6REp1,https://www.bilibili.com/video/BV18xbp6REp1,初中实数,应试教育,知识,铭门学府张超,2026-09-06 15:16:53,246,358399,782,4974,3251,13406,445,106121
42,BV1kVbK6fE6L,https://www.bilibili.com/video/BV1kVbK6fE6L,永久阿萨拉buff？特殊彩蛋大红口琴逃课速通攻略！,射击游戏,游戏,小普-三角洲重生版,2026-09-07 18:57:32,123,861234,176,1207,74925,2287,3945,52934
43,BV1rwbp63EXT,https://www.bilibili.com/video/BV1rwbp63EXT,假如让各路角色来到至冬…,同人动画,二次元,屑老板XBOSS,2026-09-06 16:23:09,93,614152,474,1151,30244,18751,4473,103312
44,BV1TYbw68E8G,https://www.bilibili.com/video/BV1TYbw68E8G,日本学生：这下我真活到头了,语言类小剧场,小剧场,大丙搞笑配音,2026-09-07 11:01:21,78,1985265,1703,3335,8277,1059,4588,137393
45,BV1iPbj61E3u,https://www.bilibili.com/video/BV1iPbj61E3u,全宇宙最可爱的天然呆非要给我露一手——「ふわふわ時間」平泽唯直拍,宅舞,舞蹈,小圈甜甜,2026-09-05 21:40:50,84,1002195,199,1872,34959,6595,6326,109078
46,BV1LsbK6HEvq,https://www.bilibili.com/video/BV1LsbK6HEvq,驯化水稻：如何把一身反骨的野草，爆改成善良的白米饭？,人文历史,知识,大圆镜科普,2026-09-07 17:21:16,421,619039,2184,1418,10015,6187,963,84371
47,BV1htbs6wEFc,https://www.bilibili.com/video/BV1htbs6wEFc,【逐星者行动】全流程保姆级带跑攻略！佐拉/唐吉任务全点位！抢暗星燃料造火箭！「三角洲S11」长弓2.0/守夜人口琴/阿萨拉一号,射击游戏,游戏,C8_Saber,2026-09-06 18:46:54,1159,873709,697,4296,75844,7414,8133,35350
48,BV1uMbg6SEnL,https://www.bilibili.com/video/BV1uMbg6SEnL,《鸣潮》共鸣者「景燃」PV | “问神”,单人RPG游戏,游戏,鸣潮,2026-09-08 11:00:00,1086,1245165,2860,6199,8486,20491,6871,51253
49,BV1yubK6aEDm,https://www.bilibili.com/video/BV1yubK6aEDm,《我真没招了》,动物综合·二创,动物,地球online强度党,2026-09-07 19:26:43,178,907025,307,541,9503,3272,344,73737
50,BV1RgbE6JE4c,https://www.bilibili.com/video/BV1RgbE6JE4c,假如格林穿越到了re0的世界（王选篇3）,同人动画,二次元,科Bysang爱丸游戏,2026-09-06 08:38:07,269,788972,762,3119,21641,13857,2001,79387
51,BV1LtbK6JE5V,https://www.bilibili.com/video/BV1LtbK6JE5V,真《晚安，敖鲁古雅》真睡升顶帐篷小米澎程。澎程N90 Max探索版穿越大兴安岭睡觉全体验。晚安敖鲁古雅。,露营,旅游出行,赛车星冰乐,2026-09-07 21:30:00,2260,882247,4929,4673,9054,37352,6624,38188
52,BV132tB6YExQ,https://www.bilibili.com/video/BV132tB6YExQ,九年义务教育，正在变成“义务坐牢”——“减负”反变“增负”，一个小学老师发现了背后的残酷真相,社会观察,知识,硬核学长2077,2026-09-05 15:00:00,891,1353367,5032,12632,30529,13165,11352,48451
53,BV18gtJ6LECq,https://www.bilibili.com/video/BV18gtJ6LECq,《未眠野》首曝PV | 万物都在回应，世界没有答案,其他游戏,游戏,未眠野,2026-09-09 10:00:00,296,2206011,1945,3524,21692,21067,11518,31616
54,BV1TJbx64Ejk,https://www.bilibili.com/video/BV1TJbx64Ejk,天灾降临！前方道路被龙卷风全部摧毁！我们该如何应对！！「缆车惊变100天#2」,沙盒类,游戏,夏天y,2026-09-07 08:00:00,1131,567683,15507,1721,21646,38292,552,60824
55,BV1Wst66xExf,https://www.bilibili.com/video/BV1Wst66xExf,兄弟这期有教育意义,翻唱,音乐,白吉zcz,2026-09-05 10:00:00,31,1146755,396,8303,26978,6889,23416,140159
56,BV1DBb763Exj,https://www.bilibili.com/video/BV1DBb763Exj,【三角洲动画】萌心相动-二,动漫剪辑,二次元,果好然,2026-09-06 02:23:45,238,1272628,690,962,30235,8936,5353,63652
57,BV1Nibn63EPm,https://www.bilibili.com/video/BV1Nibn63EPm,昭和金曲《友の酒》《朋友的酒》日语男声完整版（空城计の小曲）,AI音乐,音乐,181319,2026-09-06 12:23:51,244,1039297,571,2522,19243,7643,12358,41142
58,BV1q2t26vEGM,https://www.bilibili.com/video/BV1q2t26vEGM,老爸在外工作，老妈在家出轨，我来捉奸,社会观察,知识,183的冯予希律师,2026-09-05 18:28:11,277,1081071,2205,4690,10978,2865,4175,107535
59,BV1aktB6KEA5,https://www.bilibili.com/video/BV1aktB6KEA5,手机发明之前，人们就是这样手书的……完整版！【bilibilionly同人扶持计划】,同人动画,二次元,杨小谬,2026-09-04 19:23:32,65,2153805,9945,4250,103192,97448,10557,424776
60,BV1kAbp66ELr,https://www.bilibili.com/video/BV1kAbp66ELr,神兽厨房：给终南山来的神秘骑虎客人做饭,美食制作,美食,神兽厨房,2026-09-06 17:06:37,244,1185159,626,699,11342,4670,3990,56232
61,BV1BXtz67E2S,https://www.bilibili.com/video/BV1BXtz67E2S,西部神枪手快意恩仇，亲手报血海深仇后，却坠入一场惊天大阴谋,影视解读,影视,九条猫讲影,2026-09-05 00:58:45,788,1816771,5331,1615,21985,1937,1978,103464
62,BV14hbn6CEJi,https://www.bilibili.com/video/BV14hbn6CEJi,扰民，但是扰的是队友,射击游戏,游戏,浑元Rysn,2026-09-06 17:00:00,149,1178845,722,596,13996,2952,1473,84194
63,BV1Ygbj6rEQP,https://www.bilibili.com/video/BV1Ygbj6rEQP,【招笑版】新僵尸1:健忘撑杆跳,休闲/小游戏,游戏,时空go蛙,2026-09-06 07:00:00,357,1780459,615,1565,9068,2060,4150,67873
64,BV1pCbp6VEP6,https://www.bilibili.com/video/BV1pCbp6VEP6,千万播放的综艺是怎么拍的？探班《下一个是谁》！,娱乐综艺正片,娱乐,飓风商店MediaStore,2026-09-06 17:00:00,362,734403,1320,1463,9712,20114,1795,55981
65,BV1mcb46tEgq,https://www.bilibili.com/video/BV1mcb46tEgq,【千年村庄】我建了这么久的房子，只有一个小朋友过来,沙盒类,游戏,磊哥游戏,2026-09-07 09:00:00,323,722145,1367,1270,6412,6736,1139,78482
66,BV1KVbW6XE2p,https://www.bilibili.com/video/BV1KVbW6XE2p,你说你胆子小怕黑于是我把矿洞挖成了...,沙盒类,游戏,我的世界伊若,2026-09-07 20:00:00,32,1355020,469,2533,14931,1797,2312,109878
67,BV13abK62ECA,https://www.bilibili.com/video/BV13abK62ECA,开学舍友把宿舍改造成了海洋馆,UP主小综艺,小剧场,小叮当的伙伴们,2026-09-07 18:10:56,212,731495,540,930,6797,3829,5044,70078
68,BV1okbt6EE7e,https://www.bilibili.com/video/BV1okbt6EE7e,没错，这是跟AI学的麦乐鸡块。,美食制作,美食,蚊子-学做美食,2026-09-07 11:00:00,156,826776,553,773,14851,1189,1652,53547
69,BV1LYbH6wE2Q,https://www.bilibili.com/video/BV1LYbH6wE2Q,“我儿子可能还是个gay....”,鬼畜综合,鬼畜,碧天蓝钻,2026-09-06 17:28:31,153,1113829,300,1137,5114,467,1376,76591
70,BV1ZabW6zEHN,https://www.bilibili.com/video/BV1ZabW6zEHN,“怎么用普通棉花 制作香香软软的蛋挞”,科学科普,知识,拉挖稀,2026-09-06 21:20:58,79,1299738,954,2649,10559,1192,6572,99114
71,BV1p8bj6ZEZm,https://www.bilibili.com/video/BV1p8bj6ZEZm,什么！“紫色的蜂蜜？如果给蜜蜂喂火龙果里的天然色素，会不会吧蜂巢里的“蜂蜜”也染色？今天就来做一下实验！看看会不会酿造出“紫色的蜂蜜”！,农业技术,三农,蜂农小姜,2026-09-05 20:37:27,289,1810243,1368,2886,13233,2440,551,60447
72,BV1Pxbj6aEvR,https://www.bilibili.com/video/BV1Pxbj6aEvR,荷气生香，荷心纳静，荷叶荷花插花教程#远征教插花 #荷 #禅意插花 #花道美学 #东方美学,传统手工艺,手工,远征教插花,2026-09-05 20:25:05,56,1615864,502,2726,10962,1959,1094,133956
73,BV1GSbA6BEyn,https://www.bilibili.com/video/BV1GSbA6BEyn,萌黄我...终于拥有新衣服了！！,同人动画,二次元,火影忍者手游情报君,2026-09-07 17:00:00,82,872995,2155,3882,18896,10582,5902,74753
74,BV1n4tB6jEVZ,https://www.bilibili.com/video/BV1n4tB6jEVZ,诡异小镇、献祭活人？英国民俗恐怖鼻祖！影史封神结尾8.0分《柳条人》,影视解读,影视,培根悖论唠唠嗑,2026-09-06 17:00:00,2933,689128,3206,903,19979,3841,1296,25705
75,BV1ALtm61Eib,https://www.bilibili.com/video/BV1ALtm61Eib,开学攻略-选定你的硬核学习刚需,电脑,科技数码,你的影月月,2026-09-05 17:20:36,328,905645,2958,3158,19562,7795,9454,101064
76,BV1G6bg6oEWC,https://www.bilibili.com/video/BV1G6bg6oEWC,RTX 5060首发：人人“骂” 现在：大学生⚡️概念神⚡️,电脑,科技数码,阿狸才不是受,2026-09-08 18:00:00,751,865937,785,1565,8327,6016,1884,47378
77,BV1EqbN6sEkU,https://www.bilibili.com/video/BV1EqbN6sEkU,刚刚：德国选择党历史性狂胜 选举结果显示什么？,海外资讯,资讯,波士顿圆脸,2026-09-07 19:35:05,670,975460,4675,3835,5442,2755,2405,49742
78,BV1hEt269EL2,https://www.bilibili.com/video/BV1hEt269EL2,你怎么舍得让我的泪流向海,演奏,音乐,段俊piano,2026-09-05 19:29:37,36,2682030,491,1938,11645,6974,3224,122304
79,BV1sxtk6YEGp,https://www.bilibili.com/video/BV1sxtk6YEGp,全B站最垃圾的一期视频,UP主小综艺,小剧场,小潮院长,2026-09-05 07:00:00,1086,3438581,15929,5595,71250,100524,5601,253856
80,BV11cb46tECC,https://www.bilibili.com/video/BV11cb46tECC,"薛甄珠手撕凌玲,但在印度",鬼畜综合,鬼畜,烨猫只玩抽象,2026-09-06 23:28:41,143,820818,1033,1171,9332,9305,14441,52750
81,BV1mSbH6JE6J,https://www.bilibili.com/video/BV1mSbH6JE6J,《感染区》,AI影视,影视,814宇宙,2026-09-06 18:02:25,201,1155957,575,1281,35680,4826,1890,59020
82,BV1hhbs6FE3w,https://www.bilibili.com/video/BV1hhbs6FE3w,沙特良子大胃袋年入千万，从底层苦力到吃播顶流,美食综合,美食,克里斯丧钟,2026-09-06 19:34:24,405,1667903,336,814,3186,781,1839,44639
83,BV1TvbV6ZEZF,https://www.bilibili.com/video/BV1TvbV6ZEZF,挑战0元城市生存（1.2）,户外探险,户外潮流,杀心成焚酱,2026-09-08 20:03:16,663,480084,2690,1850,9363,16104,4007,55355
84,BV1uQbc6bEYp,https://www.bilibili.com/video/BV1uQbc6bEYp,新学期刚到学校，发现学校倒闭了,剧情演绎,小剧场,乡村教师日记,2026-09-07 12:08:10,306,1456116,5138,5054,2762,4903,2252,43257
85,BV1ChbT6KE62,https://www.bilibili.com/video/BV1ChbT6KE62,《解 救 姜 哥》,MOBA游戏,游戏,聒噪的山海君,2026-09-08 00:46:52,324,1046799,1189,1957,3970,12245,4919,39300
86,BV1vobp6eEnT,https://www.bilibili.com/video/BV1vobp6eEnT,【2026LPL第三赛段】9月6日 IG vs WE,MOBA游戏,游戏,哔哩哔哩英雄联盟赛事,2026-09-06 14:58:46,13146,2919769,21453,10525,2793,4692,866,17731
87,BV1iJbs6qEkT,https://www.bilibili.com/video/BV1iJbs6qEkT,爷爷硬是塞给了我们1千块红包，老公给高二大姐把堆杂物角落改成了独立备考卧室。大半个月的改造从卫生间到两个卧室，完成了爷爷的心愿。,家庭装修,家装房产,佳里小做家,2026-09-06 18:47:20,273,344607,535,1002,2701,58383,287,56576
88,BV1yqtq6SEcv,https://www.bilibili.com/video/BV1yqtq6SEcv,【中国推理01】土木工程搞刺杀有没有搞头,人文历史,知识,阿怪MrWeird,2026-09-06 11:30:00,2265,891806,1781,823,19576,13236,1500,38025
89,BV1W3bK6cEYW,https://www.bilibili.com/video/BV1W3bK6cEYW,《穿越进英语强制学习系统里》第1集,短剧短片,影视,脑洞部长,2026-09-07 19:30:00,774,567720,600,778,17693,10421,3431,20099
90,BV13rbH6dEU6,https://www.bilibili.com/video/BV13rbH6dEU6,北京门钉肉饼挑战，十分钟吃十个免单，你能吃多少？30个走起！,美食探店,美食,橙飞一下,2026-09-06 18:51:04,1288,1414268,6196,4665,3503,3404,4213,43228
91,BV13Rty6pEeB,https://www.bilibili.com/video/BV13Rty6pEeB,【4k超清】《乾乾特工·西部篇》牛仔回归……,短剧短片,影视,大乾乾是顾乾宇,2026-09-05 17:33:45,441,786980,1696,2424,20417,28268,4592,139637
92,BV1SBb763EAJ,https://www.bilibili.com/video/BV1SBb763EAJ,困守地面！丧尸与极寒步步紧逼？！绝境之下我们如何重返天空？！缆车末日惊变 100 天！,沙盒类,游戏,大橙橙橙子,2026-09-06 08:00:00,1570,948626,4183,1252,34931,38670,751,85354
93,BV1R8bJ6sE1J,https://www.bilibili.com/video/BV1R8bJ6sE1J,速通二周年彩蛋 守夜人的口风琴,射击游戏,游戏,星辰三角洲行动,2026-09-06 04:57:35,208,1223956,261,1494,172258,11884,11156,74152
94,BV1L9bn6ZEta,https://www.bilibili.com/video/BV1L9bn6ZEta,北京.麻辣烫 厨子探店¥99,美食探店,美食,真探唐仁杰,2026-09-06 11:33:39,266,1178378,2080,3332,2884,1325,2780,58566
95,BV1QUbx6iE6h,https://www.bilibili.com/video/BV1QUbx6iE6h,⚡《初音大战奥特曼》传统戏曲⚡【bilibilionly同人扶持计划】,鬼畜综合,鬼畜,嗨刻,2026-09-07 11:50:00,86,703069,1471,3854,13889,2326,24237,71268
96,BV1e5bn6sE2v,https://www.bilibili.com/video/BV1e5bn6sE2v,当你来到了最差的学校,剧情演绎,小剧场,无奈の老王君,2026-09-07 10:00:00,79,1710746,457,1399,6157,1569,2509,79231
97,BV1F6bT6cESd,https://www.bilibili.com/video/BV1F6bT6cESd,新赛季版本之子，汤姆叔叔的轮椅,射击游戏,游戏,三角洲-安澜,2026-09-08 09:45:00,163,926730,247,1710,8465,540,884,39132
98,BV1f4bH6NEu6,https://www.bilibili.com/video/BV1f4bH6NEu6,和偷外卖的较量一番,美食记录,美食,阁下有炸,2026-09-06 17:46:40,102,1391662,402,1519,5190,900,333,68122
99,BV1EEbL67ECU,https://www.bilibili.com/video/BV1EEbL67ECU,吸毒性侵，23亿造空气，马桶霸凌，欧洲军队真拉完了,时政解读,知识,星辰趣味屋,2026-09-06 10:30:00,1296,753335,6865,1718,9039,27778,1132,59952
100,BV1DdbN63E95,https://www.bilibili.com/video/BV1DdbN63E95,厨师长下班偷吃，只剩了两个鸡腿，那就做一道成吉思鸡吃个晚餐,美食制作,美食,张森的下班料理,2026-09-07 18:43:26,479,602246,1801,1085,4010,2547,1714,58668
